課名,教師,流水號,課號,課程識別碼,必選修,開課系所,上課時間,上課地點,加簽類別,授課語言,學分,修課人數上限,詳情頁URL
專題研究二,徐駿森,51470,AC4013,60349620,選修,,,,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/51470
專題研究二,盧  毅,31697,AC4013,60349620,選修,,,,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/31697
專題研究與討論,盧  毅,38930,AC4019,60349130,必帶,,"二 8,9",農化二B10,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/38930
學士論文下,賴喜美,46482,AC4024,60349502,選修,,,,2 類,,1,,https://course.ntu.edu.tw/courses/114-2/46482
學士論文下,洪傳揚,19897,AC4024,60349502,選修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/19897
學士論文下,盧  毅,47795,AC4024,60349502,選修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/47795
食品化學二,蘇南維,24544,AC5007,623U0530,必修,,"一 6,7",農化二B10,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/24544
穀物原料及加工,賴喜美,38810,AC5034,623U3550,選修,,"四 1,2",農化一第六-1,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/38810
生物資源化學,賴喜美,20754,AC5048,623U4130,選修,,"二 6,7",農化一第六-1,2 類,,2,,https://course.ntu.edu.tw/courses/114-2/20754
土壤物理化學,王尚禮,46397,AC5054,623U4210,選修,,"五 1,2",農化二105,2 類,,2,,https://course.ntu.edu.tw/courses/114-2/46397
微生物遺傳學,吳蕙芬,46944,AC5064,623U4320,必修 / 選修,,"三 5,6",農化二106,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/46944
細胞分子機制及調控,羅凱尹,53312,AC5082,623U4490,選修,,"四 3,4",農化二B11-1,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/53312
環境微生物學特論,林乃君,35980,AC5100,623U5070,選修,,"二 A,B,C",農化二B10,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/35980
生物資訊於微生物學之應用,陳宜龍,34307,AC5102,623U5090,選修,,"三 3,4",農化一第五,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/34307
環境化學,陳佩貞,51792,AC5103,623U5100,必修,,"五 3,4",農化二B10,2 類,,2,,https://course.ntu.edu.tw/courses/114-2/51792
農產與食品質譜學概論,黃玉萍,13026,AC5104,623U5110,選修,,"四 3,4",農化一第五,2 類,,2,,https://course.ntu.edu.tw/courses/114-2/13026
專題討論,施養信,12626,AC7001,623M0030,必修,,"五 8,9",農化二B10,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/12626
專題討論,吳蕙芬,30258,AC7001,623M0030,必修,,"五 8,9",農化一第五,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/30258
專題研究二,顏瑞泓,14703,AC7003,623M1020,必修,,,,2 類,,2,,https://course.ntu.edu.tw/courses/114-2/14703
專題研究二,蘇南維,36840,AC7003,623M1020,必修,,,,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/36840
專題研究二,王尚禮,33184,AC7003,623M1020,必修,,,,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/33184
專題研究二,徐駿森,31676,AC7003,623M1020,必修,,,,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/31676
專題研究二,吳蕙芬,16946,AC7003,623M1020,必修,,,,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/16946
專題研究二,林乃君,24557,AC7003,623M1020,必修,,,,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/24557
專題研究二,陳佩貞,53377,AC7003,623M1020,必修,,,,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/53377
專題研究二,羅凱尹,25156,AC7003,623M1020,必修,,,,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/25156
專題研究二,盧  毅,49458,AC7003,623M1020,必修,,,,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/49458
專題研究二,陳宜龍,58724,AC7003,623M1020,必修,,,,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/58724
環境有機化學二,施養信,39200,AC7031,623M2930,選修,,"二 3,4",農化一第五,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/39200
農業化學儀器分析二,洪傳揚,55633,AC7033,623M1620,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/55633
農業化學儀器分析三,洪傳揚,34911,AC7034,623M1630,選修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/34911
碩士論文,,36066,AC7999,623M0010,必修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-2/36066
專題討論,施養信,25470,AC8001,623D0030,必修,,"五 8,9",,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/25470
專題討論,羅凱尹,20763,AC8001,623D0030,必修,,"五 8,9",,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/20763
專題研究二,王尚禮,44486,AC8003,623D1020,必修,,,,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/44486
專題研究二,許正一,53712,AC8003,623D1020,必修,,,,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/53712
專題研究二,林乃君,39791,AC8003,623D1020,必修,,,,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/39791
專題研究二,羅凱尹,57292,AC8003,623D1020,必修,,,,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/57292
專題研究二,陳宜龍,37409,AC8003,623D1020,必修,,,,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/37409
專題研究四,許正一,33670,AC8005,623D1040,必修,,,,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/33670
專題研究四,洪傳揚,30362,AC8005,623D1040,必修,,,,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/30362
專題研究四,林乃君,21375,AC8005,623D1040,必修,,,,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/21375
專題研究四,羅凱尹,53983,AC8005,623D1040,必修,,,,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/53983
專題研究四,盧  毅,23323,AC8005,623D1040,必修,,,,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/23323
農業化學儀器分析二,洪傳揚,40289,AC8027,623D1620,選修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/40289
農業化學儀器分析三,洪傳揚,20287,AC8028,623D1630,選修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/20287
博士論文,,10765,AC8999,623D0010,必修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-2/10765
會計學甲一下,陳坤志,28798,Acc1004,70210112,必帶,,"一 A,B,C,D / 四 5,6",共105,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/28798
會計學甲一下,陳坤志,37229,Acc1004,70210112,必帶,,"一 A,B,C,D / 四 5,6",共203,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/37229
會計學甲一下,陳坤志,12686,Acc1004,70210112,選修,,"一 A,B,C,D / 二 5,6",共301,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/12686
會計學甲一下,陳坤志,13613,Acc1004,70210112,選修,,"一 A,B,C,D / 三 5,6",共204,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/13613
會計學甲一下,陳坤志,52145,Acc1004,70210112,選修,,"一 A,B,C,D / 三 5,6",共205,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/52145
商事法,游啓璋,39580,Acc2011,70228100,必帶,,"四 2,3,4",管一103,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/39580
商業應用軟體,王春笙,16315,Acc2012,70212020,選修,,"五 2,3,4",管一大電腦,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/16315
中級會計學下,廖芝嫻,25224,Acc2019,70220662,必修,,"二 2,3,4",管二202,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/25224
中級會計學下,王全三,49646,Acc2019,70220662,必修,,"一 A,B,C",管一101,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/49646
高等會計學下,黃盈綺,41666,Acc3002,70230102,必修,,"一 2,3,4",管二102,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/41666
高等會計學下,許文馨,20243,Acc3002,70230102,必修,,"五 7,8,9",管二305,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/20243
審計學下,陳思帆,24820,Acc3004,70240102,必修,,"一 7,8,9",管二205,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/24820
審計學下,朱玉芳,38104,Acc3004,70240102,必修,,"三 7,8,9",管二101,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/38104
中級會計專題,朱玉芳,25123,Acc3005,70220640,必修,,"二 2,3,4",管一101,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/25123
政府會計,陳慶財,54625,Acc3008,70243120,選修,,"一 10,A,B",管一102,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/54625
會計資訊系統與數據分析,謝昇峯,57778,Acc3013,70231120,必修,,"四 7,8,9",管一103,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/57778
管理會計與數據分析下,高偉娟,25643,Acc3016,70230502,必修,,"一 2,3,4",管二201,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/25643
管理會計與數據分析下,曾智揚,18238,Acc3016,70230502,必修,,"一 2,3,4",管二305,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/18238
稅務法規,陳衍任,25570,Acc4006,70240610,必修,,"二 7,8,9",管一104,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/25570
稅務法規應用,林世銘,23605,Acc4007,70240620,選修,,"三 A,B,C",管一101,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/23605
證券交易法,謝易宏,29735,Acc5023,722U4510,選修,,"一 7,8,9",管二102,2 類,,2,,https://course.ntu.edu.tw/courses/114-2/29735
會計師業務實戰研討,柯志賢,42168,Acc5034,722U4440,選修,,"四 7,8,9",管二201,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/42168
全球化趨勢下之會計專業新視界,于紀隆,45450,Acc5043,722U4330,選修,,"三 2,3,4",管二305,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/45450
商管程式設計,孔令傑,48315,Acc5050,722U9030,選修,,"一 A,B,C",,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/48315
策略性財報分析與企業評價,陳坤志,47727,Acc5052,722U0930,選修,,"三 7,8,9",管二103,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/47727
確信服務與公司治理研討,陳思帆,59679,Acc5054,722U4010,必修 / 選修,,"二 7,8,9",管二301,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/59679
企業併購實務,劉博文,54079,Acc7010,722M5090,選修,,"四 A,B,C",管一102,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/54079
會計專業之法律個案研討,王全三,10218,Acc7012,722M1100,選修,,"五 A,B,C",管二研六,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/10218
商業智慧與數據分析企業實作,劉順仁,35360,Acc7015,722M1600,必修,,"五 2,3,4",管二303,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/35360
會計資訊系統與數據分析研討,謝昇峯,29925,Acc7016,722M3320,必修,,"三 7,8,9",管二304,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/29925
會計實證研究二,劉啟群,11141,Acc8002,722D5120,必修,,"三 2,3,4",管二研十,1 類,,3,,https://course.ntu.edu.tw/courses/114-2/11141
分析及行為研究,廖珮真,10856,Acc8003,722D5040,必修,,"一 2,3,4 / 四 7,8,9 / 五 7,8,9",,1 類,,3,,https://course.ntu.edu.tw/courses/114-2/10856
論文寫作一,劉啟群,53725,Acc8004,722D7000,必修,,,,1 類,,3,,https://course.ntu.edu.tw/courses/114-2/53725
論文寫作二,劉啟群,29797,Acc8005,722D7010,必修,,,,1 類,,3,,https://course.ntu.edu.tw/courses/114-2/29797
會計學專題研究討論二,尤琳蕙,32214,Acc8007,722D6020,必修,,四 5,管一405,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/32214
會計學專題研究討論四,尤琳蕙,42920,Acc8009,722D6040,必修,,四 6,管一405,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/42920
博士論文,,50831,Acc8999,722D0010,必修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-2/50831
進階英語二(綜合),王珊珊,15744,AdvEng2002,00420120,必帶,,"二 6,7",外教203,2 類,,0,,https://course.ntu.edu.tw/courses/114-2/15744
進階英語二(聽力),林皓輿,47073,AdvEng2006,00420320,必帶,,"四 9,10",外教201,3 類,,0,,https://course.ntu.edu.tw/courses/114-2/47073
進階英語二(聽力),莊世全,58427,AdvEng2006,00420320,必帶,,"四 8,9",外教104,2 類,,0,,https://course.ntu.edu.tw/courses/114-2/58427
進階英語二(口說),林皓輿,15962,AdvEng2010,00420420,必帶,,"一 3,4",外教201,3 類,,0,,https://course.ntu.edu.tw/courses/114-2/15962
進階英語二(綜合思辨),鍾玉玨,41345,AdvEng2014,00420620,必帶,,"一 8,9",共404,2 類,,0,,https://course.ntu.edu.tw/courses/114-2/41345
進階英語二(綜合思辨),林荷鍹,25531,AdvEng2014,00420620,必帶,,"三 6,7",普406,2 類,,0,,https://course.ntu.edu.tw/courses/114-2/25531
進階英語二(綜合思辨),周佳宜,20386,AdvEng2014,00420620,必帶,,"三 8,9",普406,2 類,,0,,https://course.ntu.edu.tw/courses/114-2/20386
進階英語二(綜合科技),陳逸軒,25949,AdvEng2016,00420720,必帶,,"三 8,9",共308,3 類,,0,,https://course.ntu.edu.tw/courses/114-2/25949
進階英語二(綜合科技),陳逸軒,35553,AdvEng2016,00420720,必帶,,"四 6,7",外教202,3 類,,0,,https://course.ntu.edu.tw/courses/114-2/35553
進階英語二(綜合科技),陳逸軒,54182,AdvEng2016,00420720,必帶,,"一 8,9",外教103,3 類,,0,,https://course.ntu.edu.tw/courses/114-2/54182
進階英語二(綜合學術),鍾玉玨,11530,AdvEng2018,00420820,必帶,,"一 3,4",共302,3 類,,0,,https://course.ntu.edu.tw/courses/114-2/11530
進階英語二(綜合學術),鍾玉玨,31925,AdvEng2018,00420820,必修,,"二 3,4",共204,3 類,,0,,https://course.ntu.edu.tw/courses/114-2/31925
印尼文一下,王麗蘭,50862,AdvEng3202,00430212,選修,,"一 3,4,5",新504,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/50862
印尼文二下,王麗蘭,15762,AdvEng3203,00430222,選修,,"一 6,7,8",新301,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/15762
韓文一下,李相美,37883,AdvEng3204,00430312,選修,,"二 2,3,4",共304,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/37883
韓文一下,李相美,11929,AdvEng3204,00430312,選修,,"二 5,6,7",共304,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/11929
韓文一下,李相美,18580,AdvEng3204,00430312,選修,,"二 8,9,10",共304,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/18580
韓文一下,李相美,52660,AdvEng3204,00430312,選修,,"三 5,6,7",共403,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/52660
韓文一下,李承珍,39734,AdvEng3204,00430312,選修,,"一 5,6,7",共303,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/39734
韓文一下,李承珍,13351,AdvEng3204,00430312,選修,,"一 8,9,10",共303,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/13351
馬來文一下,顏聖錝,41118,AdvEng3206,00430412,選修,,"二 6,7,8",新504,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/41118
泰文一下,張君松,42407,AdvEng3207,00430512,選修,,"三 5,6,7",綜602,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/42407
泰文一下,張君松,48816,AdvEng3207,00430512,選修,,"三 8,9,10",綜602,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/48816
泰文一下,張君松,54245,AdvEng3207,00430512,選修,,"四 6,7,8",綜603,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/54245
泰文二下,張君松,41342,AdvEng3208,00430522,選修,,"四 2,3,4",綜402,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/41342
泰文三下,張君松,11085,AdvEng3209,00430532,選修,,"三 2,3,4",綜601,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/11085
越南文一下,阮蓮香,10800,AdvEng3210,00430612,選修,,"三 2,3,4",共405,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/10800
越南文一下,阮蓮香,47489,AdvEng3210,00430612,選修,,"四 2,3,4",共403,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/47489
越南文二下,阮蓮香,39450,AdvEng3211,00430622,選修,,"四 6,7,8",共403,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/39450
越南文二下,阮蓮香,46349,AdvEng3211,00430622,選修,,"三 6,7,8",共405,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/46349
韓文三下,李相美,46101,AdvEng3212,00430332,選修,,"三 8,9,10",共403,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/46101
馬來文二下,顏聖錝,19425,AdvEng3213,00430422,選修,,"二 2,3,4",新404,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/19425
越南文三下,阮蓮香,45387,AdvEng3215,00430632,選修,,"一 6,7,8",共405,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/45387
線上高階英語二,一 7,46709,AdvEng4011,00440230,選修,,,,2 類,,1,,https://course.ntu.edu.tw/courses/114-2/46709
線上學術英語二,五 6,28189,AdvEng4014,00440320,選修,,,,2 類,,1,,https://course.ntu.edu.tw/courses/114-2/28189
線上職場英語,一 6,17429,AdvEng4016,00440340,選修,,,,2 類,,1,,https://course.ntu.edu.tw/courses/114-2/17429
EMI口說與討論訓練,莊世全,34645,AdvEng5003,00450030,選修,,"五 5,6,7",外教203,2 類,,1,,https://course.ntu.edu.tw/courses/114-2/34645
EMI課程過渡與口說技巧強化班,陳逸軒,26889,AdvEng5005,00450040,選修,,"五 7,8,9",外教201,2 類,,1,,https://course.ntu.edu.tw/courses/114-2/26889
研究生線上英文一,,24115,AdvEng7001,004M0110,選修,,,,2 類,,0,,https://course.ntu.edu.tw/courses/114-2/24115
研究生線上英文二,,39039,AdvEng7002,004M0120,選修,,,,2 類,,0,,https://course.ntu.edu.tw/courses/114-2/39039
研究生線上英文三,,17393,AdvEng7003,004M0130,選修,,,,2 類,,0,,https://course.ntu.edu.tw/courses/114-2/17393
研究生線上英文四(人文社科),,51083,AdvEng7004,004M0140,選修,,,,2 類,,0,,https://course.ntu.edu.tw/courses/114-2/51083
研究生線上英文四-科技與醫學,,33650,AdvEng7005,004M0150,選修,,,,2 類,,0,,https://course.ntu.edu.tw/courses/114-2/33650
研究生線上英文四-經濟與商業,,18096,AdvEng7006,004M0160,選修,,,,2 類,,0,,https://course.ntu.edu.tw/courses/114-2/18096
農村服務學習,陳郁蕙,52634,AGEC0006,607001C0,必帶,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-2/52634
經濟學原理下,陳  暐,14282,AGEC1006,60710202,必帶,,"一 5 / 二 3,4,5 / 三 5",農經大講堂,1 類,,3,,https://course.ntu.edu.tw/courses/114-2/14282
農企業管理學,雷立芬,50601,AGEC3017,60731310,必帶 / 選修,,"四 2,3,4",農經大講堂,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/50601
消費經濟論,何率慈,21271,AGEC3030,627U1300,選修,,"二 2,3,4",農經會議室,1 類,,3,,https://course.ntu.edu.tw/courses/114-2/21271
農業發展,魏敏芳,23797,AGEC4004,60745100,必帶,,"二 7,8,9",農經大講堂,1 類,,3,,https://course.ntu.edu.tw/courses/114-2/23797
農產運銷實務個案研究,雷立芬,57440,AGEC4016,60749490,選修,,"三 2,3,4",農經會議室,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/57440
中國經濟,羅竹平,38645,AGEC4017,60749510,選修,,"四 2,3,4",農經二,1 類,,3,,https://course.ntu.edu.tw/courses/114-2/38645
農業經濟問題討論下,陳郁蕙,35095,AGEC4020,60749102,必帶,,"五 3,4",農經大講堂,2 類,,2,,https://course.ntu.edu.tw/courses/114-2/35095
環境與自然資源經濟學,石曜合,59357,AGEC5001,60751000,必修 / 選修,,"一 3,4,5",農經四,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/59357
環境與自然資源經濟學,林柏熊,19747,AGEC5001,60751000,必帶,,"二 5,6,7",農經二,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/19747
專題研究二,雷立芬,51808,AGEC5035,627U1150,選修,,,,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/51808
專題研究二,魏敏芳,44313,AGEC5035,627U1150,選修,,,,2 類,,2,,https://course.ntu.edu.tw/courses/114-2/44313
專題研究二,巫凱琳,27268,AGEC5035,627U1150,選修,,,,2 類,,2,,https://course.ntu.edu.tw/courses/114-2/27268
專題研究二,張宏浩,39552,AGEC5035,627U1150,選修,,,,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/39552
專題研究二,劉  鋼,39877,AGEC5035,627U1150,選修,,,,2 類,,2,,https://course.ntu.edu.tw/courses/114-2/39877
專題研究二,楊豐安,44361,AGEC5035,627U1150,選修,,,,2 類,,2,,https://course.ntu.edu.tw/courses/114-2/44361
專題研究二,石曜合,50726,AGEC5035,627U1150,選修,,,,2 類,,2,,https://course.ntu.edu.tw/courses/114-2/50726
專題研究二,何率慈,28913,AGEC5035,627U1150,選修,,,,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/28913
全球環境與資源安全,楊之遠,17036,AGEC5037,627U1170,選修,,"三 8,9",農經大講堂,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/17036
應用選擇資料分析,石曜合,10734,AGEC5045,627U1200,選修,,"五 3,4,5",農經四,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/10734
碳定價：理論與實務應用,劉哲良,48123,AGEC5051,627U1380,選修,,"五 3,4",農經二,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/48123
循環經濟之理論與實務,李叢禎,58110,AGEC5054,627U1400,選修,,"二 6,7,8",農經三,1 類,,3,,https://course.ntu.edu.tw/courses/114-2/58110
應用一般均衡分析一,劉瑞文,15153,AGEC5056,627U1420,選修,,"二 7,8,9",農經會議室,1 類,,3,,https://course.ntu.edu.tw/courses/114-2/15153
發展經濟學,柏靖峰,36846,AGEC5058,627U1440,選修,,"一 6,7,8",農經二,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/36846
專題討論一,楊豐安,31285,AGEC7001,627M0030,必修,,"五 7,8",一樓研討室,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/31285
專題討論二,陳郁蕙,59249,AGEC7002,627M0040,必修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/59249
專題演講一,楊豐安,42739,AGEC7003,627M0050,必修,,"五 7,8",,1 類,,0,,https://course.ntu.edu.tw/courses/114-2/42739
個體經濟理論二,陳  暐,21635,AGEC7021,627M1660,必修,,"五 3,4,5",農經三,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/21635
總體經濟理論,林雅淇,18699,AGEC7022,627M1670,必修,,"一 3,4,5",農經三,1 類,,3,,https://course.ntu.edu.tw/courses/114-2/18699
專題研究四,雷立芬,29676,AGEC7070,627M4640,選修,,,,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/29676
專題研究四,林柏熊,38274,AGEC7070,627M4640,選修,,,,2 類,,2,,https://course.ntu.edu.tw/courses/114-2/38274
專題研究四,張宏浩,10814,AGEC7070,627M4640,選修,,,,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/10814
專題研究四,羅竹平,57674,AGEC7070,627M4640,選修,,,,2 類,,2,,https://course.ntu.edu.tw/courses/114-2/57674
專題研究四,何率慈,29796,AGEC7070,627M4640,選修,,,,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/29796
專題研究四,陳  暐,19193,AGEC7070,627M4640,選修,,,,2 類,,2,,https://course.ntu.edu.tw/courses/114-2/19193
專題研究四,魏敏芳,15342,AGEC7070,627M4640,選修,,,,2 類,,2,,https://course.ntu.edu.tw/courses/114-2/15342
專題研究四,雷立芬,45176,AGEC7070,627M4640,選修,,,,1 類,,2,,https://course.ntu.edu.tw/courses/114-2/45176
專題研究四,魏敏芳,37863,AGEC7070,627M4640,選修,,,,2 類,,2,,https://course.ntu.edu.tw/courses/114-2/37863
專題研究四,劉  鋼,10903,AGEC7070,627M4640,選修,,,,2 類,,2,,https://course.ntu.edu.tw/courses/114-2/10903
專題研究四,何率慈,33519,AGEC7070,627M4640,選修,,,,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/33519
國際農業合作,李栢浡,32896,AGEC7090,627M4860,選修,,"四 A,B,C",農經會議室,1 類,,3,,https://course.ntu.edu.tw/courses/114-2/32896
國際農業體驗二,雷立芬,14961,AGEC7109,627M9600,選修,,,,1 類,,3,,https://course.ntu.edu.tw/courses/114-2/14961
產業經濟學與公平交易法,張宏浩,30554,AGEC7110,627M5030,選修,,,,1 類,,3,,https://course.ntu.edu.tw/courses/114-2/30554
中國經濟,羅竹平,39384,AGEC7111,627M9700,選修,,"四 2,3,4",,1 類,,3,,https://course.ntu.edu.tw/courses/114-2/39384
產業經濟實證專題,巫凱琳,28971,AGEC7119,627M5100,選修,,"三 6,7,8",農經四,1 類,,3,,https://course.ntu.edu.tw/courses/114-2/28971
應用統計學,陳郁蕙,32750,AGEC7126,627M5160,必修,,,,1 類,,3,,https://course.ntu.edu.tw/courses/114-2/32750
專題研究四,雷立芬,43324,AGEC7136,627M5210,選修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/43324
專題研究四,巫凱琳,24241,AGEC7136,627M5210,選修,,,,2 類,,1,,https://course.ntu.edu.tw/courses/114-2/24241
專題研究四,陳郁蕙,58616,AGEC7136,627M5210,選修,,,,2 類,,1,,https://course.ntu.edu.tw/courses/114-2/58616
專題研究四,張宏浩,57932,AGEC7136,627M5210,選修,,,,1 類,,1,,https://course.ntu.edu.tw/courses/114-2/57932
專題研究四,楊豐安,44022,AGEC7136,627M5210,選修,,,,2 類,,1,,https://course.ntu.edu.tw/courses/114-2/44022
專題研究四,石曜合,42890,AGEC7136,627M5210,選修,,,,2 類,,1,,https://course.ntu.edu.tw/courses/114-2/42890
專題研究四,陳  暐,29694,AGEC7136,627M5210,選修,,,,2 類,,1,,https://course.ntu.edu.tw/courses/114-2/29694
應用選擇資料分析,石曜合,36177,AGEC7144,627M5290,選修,,"五 3,4,5",,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/36177
消費經濟論,何率慈,18329,AGEC7146,627M5320,選修,,"二 2,3,4",,1 類,,3,,https://course.ntu.edu.tw/courses/114-2/18329
農業與經濟發展,魏敏芳,55846,AGEC7153,627M1270,選修,,"二 7,8,9",,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/55846
當前農業經濟問題,張文棟,95135,AGEC7154,627M1240,選修,,"一 9,10 / 三 9,10 / 五 9,10",農經四,3 類,,2,,https://course.ntu.edu.tw/courses/114-2/95135
生產經濟學一,張宏浩,31899,AGEC8010,627D1770,選修,,,,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/31899
生產經濟學二,巫凱琳,51785,AGEC8011,627D1780,選修,,"四 6,7,8",農經會議室,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/51785
高級農產運銷學,雷立芬,50268,AGEC8016,627D1830,選修,,"五 2,3,4",,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/50268
勞動經濟專論,魏敏芳,47390,AGEC8024,627D1180,選修,,"四 2,3,4",農經會議室,2 類,,3,,https://course.ntu.edu.tw/courses/114-2/47390
計量經濟學專論一,楊子霆,25229,AGEC8032,627D1860,必修,,,,3 類,,3,,https://course.ntu.edu.tw/courses/114-2/25229
博士論文,,27764,AGEC8999,627D0010,必修,,,,1 類,,0,,https://course.ntu.edu.tw/courses/114-2/27764
