課名,教師,流水號,課號,課程識別碼,必選修,開課系所,上課時間,上課地點,加簽類別,授課語言,學分,修課人數上限,詳情頁URL
科技與法律,陳曉慧,71380,TB10311072,TBTM62007,選修,,"三 2,3,4",TR-812,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71380
結晶與繞射導論,周賢鎧,71385,TB10311085,TBTX16083,選修,,"二 4 / 三 1,2",,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71385
工程數學(一),Hairus,71392,TB10311093,TBTX30033,選修,,"一 2 / 三 3,4",,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71392
材料實驗(一),黃欣萍,71393,TB10311098,TBTX37093,選修,,"二 6,7,8",E1-243,3 類,,1,,https://course.ntu.edu.tw/courses/114-1/71393
材料實驗(二),徐秀蘭,71394,TB10311099,TBTX41043,選修,,"一 6,7,8",E1-134,3 類,,1,,https://course.ntu.edu.tw/courses/114-1/71394
材料實驗(三),黃欣萍,71395,TB10311100,TBTX41063,選修,,"一 10,8,9",E1-243,3 類,,1,,https://course.ntu.edu.tw/courses/114-1/71395
材料物理性質,陳詩芸,71396,TB10311101,TBTX41163,選修,,"二 6,7 / 四 6",,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71396
材料物理性質,Hairus,71397,TB10311101,TBTX41163,選修,,"二 6,7 / 四 6",,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71397
半導體材料物理,蔡孟霖,71398,TB10311103,TBTX41193,選修,,"一 2,3 / 三 6",,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71398
半導體材料物理,王秋燕,71399,TB10311103,TBTX41193,選修,,"一 2,3 / 三 6",,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71399
軟物質科學,Adhimo,71407,TB10311112,TBTX48097,選修,,"二 10 / 四 8,9",,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71407
網路學習心理學,王淑玲,71414,TB10311137,TBVE57027,選修,,"四 7,8,9",T4-405,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71414
數位學習文獻分析與應用策略,黃國禎,71416,TB10311139,TBVE57267,選修,,"一 7,8,9",T4-405,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71416
數位建築,謝倩玲,71015,TB10320013,TBAD41097,選修,,"四 6,7,8",IB-602-2,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71015
電腦圖學導論,賴祐吉,71084,TB10320037,TBCS30267,選修,,"三 6,7,8",LB-001,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71084
音樂與身心靈管理,蘇金輝,71180,TB10320106,TBGE36533,選修,,"三 2,3,4",T4-404,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71180
音樂與身心靈管理,蘇金輝,71181,TB10320106,TBGE36533,選修,,"四 2,3,4",T4-404,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71181
光學熱流量測技術,田維欣,71257,TB10320121,TBME58137,選修,,"五 2,3,4",T3-302,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71257
網頁製作,許莉莆,71259,TB10320125,TBMI21057,選修,,"一 2,3,4",RB-509,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71259
產業競爭與全球科技政策分析,何秀青,71384,TB10320150,TBTM65337,選修,,"四 5,6,7",TR-812,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71384
全民國防教育軍事訓練－全民國防,廖天威,70979,TB10410001,TB3C20017,選修,,"五 8,9",EE-407,3 類,,0,,https://course.ntu.edu.tw/courses/114-1/70979
全民國防教育軍事訓練－防衛動員,廖天威,70980,TB10410002,TB3C20027,選修,,"四 10,9",TR-213,3 類,,0,,https://course.ntu.edu.tw/courses/114-1/70980
全民國防教育軍事訓練－國防政策,廖天威,70981,TB10410003,TB3C20037,選修,,"三 8,9",EE-407,3 類,,0,,https://course.ntu.edu.tw/courses/114-1/70981
建築設計(三),徐基耀,70996,TB10410004,TBAD20013,選修,,"二 8,9 / 四 10,3,4,5,6,7,8,9",,3 類,,5,,https://course.ntu.edu.tw/courses/114-1/70996
造型藝術與創意美學,吳榮梅,71031,TB10410009,TBADG0153,選修,,"三 10,9",TR-312,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71031
心靈提升實作,果鏡法,71274,TB10410060,TBTCG0353,選修,,"六 3,4",,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71274
親近經典智慧,釋見咸,71275,TB10410062,TBTCG0373,選修,,"二 10,9",IB-503,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71275
自我察覺與人際互動,徐泰國,71276,TB10410063,TBTCG0383,選修,,"五 3,4",TR-411,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71276
自我察覺與人際互動,徐泰國,71277,TB10410063,TBTCG0383,選修,,"五 6,7",TR-214,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71277
性別與社會福利,郭育吟,71281,TB10410068,TBTCG0463,選修,,"五 6,7",T4-302,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71281
養生醫學,李兆麟,71282,TB10410069,TBTCG0473,選修,,三 5,TR-210,3 類,,1,,https://course.ntu.edu.tw/courses/114-1/71282
養生醫學,陳重光,71283,TB10410069,TBTCG0473,選修,,三 7,TR-411,3 類,,1,,https://course.ntu.edu.tw/courses/114-1/71283
雜誌編輯與學習,梁欣如,71284,TB10410070,TBTCG0483,選修,,"三 10,9",TR-616,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71284
批判互動設計,梁容輝,71105,TB10420055,TBDT56327,選修,,"一 6,7,8",T4-406,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71105
文學與電影,許榮哲,71273,TB10420104,TBTCG0343,選修,,"四 A,B,C",AU-101,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71273
投資理財實務,胡冠域,71285,TB10420111,TBTCG0573,選修,,"三 A,B",TR-313,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71285
數位合作學習,陳秀玲,71418,TB10420119,TBVE57307,選修,,"二 3,4,5",T4-301,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71418
跨領域實務專題(一),,71269,TB10420123,TBTC10047,選修,,,,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71269
文藝發展與流行音樂文化,馬世芳,71272,TB10420127,TBTCG0333,選修,,"一 A,B,C",AU-101,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71272
國際行銷,盛麗慧,71055,TB10420129,TBBA62027,選修,,"三 10,8,9",MA-520,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71055
全民國防教育軍事訓練－國防科技,劉鐵軍,70982,TB10510001,TB3C20047,選修,,"二 8,9",TR-310-1,3 類,,0,,https://course.ntu.edu.tw/courses/114-1/70982
全民國防教育軍事訓練－國防科技,劉鐵軍,70983,TB10510001,TB3C20047,選修,,"四 10,9",TR-409-1,3 類,,0,,https://course.ntu.edu.tw/courses/114-1/70983
形式組構,黃健勇,70991,TB10510002,TBAD13027,選修,,"一 6,7,8",RB-911,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/70991
綠建築評估系統,蔡欣君,71027,TB10510006,TBAD53257,選修,,"五 2,3,4",TR-613,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71027
應用視覺光學,陳建宇,71077,TB10510014,TBCI52227,選修,,"五 6,7,8",IB-602-1,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71077
語言測驗與評量,鄧慧君,71163,TB10510026,TBFL39177,選修,,"一 2,3,4",T4-301,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71163
刑法概要,鍾鳳玲,71178,TB10510028,TBGE36073,選修,,"五 6,7",TR-610,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71178
近代東亞視覺與文化史,張世瑛,71183,TB10510033,TBGE37103,選修,,"三 6,7",TR-311,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71183
近代東亞視覺與文化史,張世瑛,71184,TB10510033,TBGE37103,選修,,"三 8,9",TR-311,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71184
中國與東亞文明史,王瑞傑,71185,TB10510036,TBGE37143,選修,,"五 6,7",TR-412-1,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71185
中國與東亞文明史,王瑞傑,71186,TB10510036,TBGE37143,選修,,"五 8,9",TR-412-1,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71186
人類文明起源史,趙潤昌,71187,TB10510037,TBGE37193,選修,,"二 1,2",TR-510,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71187
人類文明起源史,趙潤昌,71188,TB10510037,TBGE37193,選修,,"二 6,7",TR-509,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71188
藝術創作與心靈探索,鄭淑文,71189,TB10510038,TBGE37233,選修,,"三 6,7",TR-609,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71189
藝術創作與心靈探索,鄭淑文,71190,TB10510038,TBGE37233,選修,,"三 8,9",TR-609,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71190
近代中國史與文創運用,吳淑鳳,71192,TB10510039,TBGE37243,選修,,"三 8,9",TR-412-1,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71192
口語表達,傅汝洋,71286,TB10510058,TBTCG0633,選修,,"二 10,9",T4-304,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71286
消費者保護法,林瑞珠,71193,TB10520039,TBGE37253,選修,,"四 3,4",TR-211,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71193
智慧財產權之侵害與救濟,陳怡婷,71209,TB10520040,TBIB20427,選修,,"三 2,3,4",TR-833,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71209
高等工程數學,趙振綱,71250,TB10520044,TBME50027,選修,,"四 2,3,4",E1-306,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71250
經濟學：市場與趨勢,徐茂炫,71287,TB10520054,TBTCG0653,選修,,"四 6,7",T4-303,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71287
領導與生活,洪正和,71288,TB10520057,TBTCG0683,選修,,"一 10,9",TR-409-1,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71288
數位藝術設計,張博智,71196,TB10520075,TBGE37293,選修,,"四 6,7",TR-311,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71196
數位藝術設計,張博智,71197,TB10520075,TBGE37293,選修,,"四 8,9",TR-311,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71197
跨領域實務專題(二),,71270,TB10520080,TBTC10057,選修,,,,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71270
創意生活企畫,陳彥廷,70993,TB10610001,TBAD13047,選修,,"一 6,7,8",TR-515,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/70993
建築皮層構築,施宣光,71024,TB10610002,TBAD52247,選修,,"五 10,8,9",RB-508,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71024
木構造建築解析,蔡孟廷,71028,TB10610003,TBAD53267,選修,,"四 2,3,4",TR-510,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71028
策展設計與企劃,邱乾?,71103,TB10610012,TBDT49247,選修,,"二 A,B,C",TR-409-2,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71103
台灣電資產業論壇與工程倫理,許恆壽,71117,TB10610013,TBECG0033,選修,,"四 A,B,C",RB-105,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71117
光電積體電路,李三良,71131,TB10610015,TBET52127,選修,,"四 6,7,8",IB-511-1,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71131
行為財務學,張琬喻,71171,TB10610021,TBFN54027,選修,,"三 2,3,4",IB-601-1,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71171
網際網路與法律,林瑞珠,71179,TB10610023,TBGE36123,選修,,"四 6,7",T4-302,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71179
文學與人生,王志浩,71182,TB10610024,TBGE37003,選修,,"五 6,7",TR-609,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71182
生死議題與臨終關懷,吳淑貞,71289,TB10610033,TBTCG0723,選修,,"一 6,7",TR-411,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71289
藥物傳輸系統,高震宇,71066,TB10620006,TBBE50067,選修,,"二 2,3,4",TR-612,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71066
金融實務與法規,王宏瑞,71140,TB10620020,TBFB36067,選修,,"五 A,B,C",TR-212,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71140
觀光日文,林益泓,71153,TB10620024,TBFL38317,選修,,"五 1,2",TR-615,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71153
逐步口譯,陳安頎,71165,TB10620025,TBFL40067,選修,,"三 2,3,4",RB-301,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71165
民法概要,李子聿,71177,TB10620028,TBGE36063,選修,,"一 1,2",TR-515,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71177
大數據與程式設計導論,李啟龍,71290,TB10620040,TBTCG0783,,,"一 10,9",TR-309,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71290
領導與溝通,王淑俐,71291,TB10620042,TBTCG0803,選修,,"三 10,9",TR-610,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71291
情感與法律,徐泰國,71293,TB10620044,TBTCG0833,選修,,"一 8,9",TR-213,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71293
基礎互動設計(一),余能豪,71097,TB10710018,TBDT26317,選修,,"一 6,7,8",RB-411,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71097
數位美學,梁容輝,71099,TB10710019,TBDT36277,選修,,"五 6,7,8",E2-318,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71099
水處理技術,胡蒨傑,71122,TB10710024,TBEN66107,選修,,"一 6,7,8",TR-509,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71122
電子化企業,魏小蘭,71260,TB10710034,TBMI51127,選修,,"四 2,3,4",IB-602-1,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71260
文化與社會,江志宏,71292,TB10710036,TBTCG0823,選修,,"一 10,9",TR-310-1,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71292
從韓流文化看韓國社會,黃身安,71295,TB10710037,TBTCG0853,選修,,"五 6,7",IB-608,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71295
園藝治療的實務運用,蔡昱宇,71296,TB10710038,TBTCG0863,選修,,"四 10,9",TR-517,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71296
愛情多樣性,許碩驛,71297,TB10710039,TBTCG0873,,,"四 3,4",TR-212,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71297
藝術電影賞析,傅汝洋,71298,TB10710040,TBTCG0883,選修,,"四 10,9",T4-304,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71298
地工織物專論,何嘉浚,71506,TB10710054,TBCT56077,選修,,"三 2,3,4",IB-608,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71506
AR/VR程式設計,胡國瑞,71089,TB10720020,TBCX40187,選修,,"一 6,7,8",RB-508,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71089
金融數據分析,周志隆,71173,TB10720031,TBFN70037,選修,,"四 2,3,4",華夏恆毅樓D403,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71173
正念減壓與情緒管理,葉北辰,71299,TB10720044,TBTCG0923,選修,,"三 1,2",TR-214,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71299
科技管理個案分析,翁晶晶,71382,TB10720046,TBTM63707,選修,,"四 2,3,4",TR-812,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71382
人力資源發展,黃美慈,71058,TB10810006,TBBA66017,選修,,"一 10,8,9",MA-206,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71058
國際人力資源管理,張譯尹,71059,TB10810007,TBBA66157,選修,,"二 5,6,7",MA-206,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71059
數位相機理論與實務,胡國瑞,71076,TB10810011,TBCI52217,選修,,"一 2,3,4",TR-614,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71076
色度學原理與應用,胡國瑞,71078,TB10810012,TBCI52267,選修,,"二 5,6,7",TR-612,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71078
兒童數位繪本編輯與探討,湯梓辰,71120,TB10810019,TBEN57257,選修,,"一 2,3,4",RB-510,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71120
初級日文(一),王敏東,71154,TB10810023,TBFL38337,選修,,"二 6,7",T4-301,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71154
初級日文(一),劉慧玲,71155,TB10810023,TBFL38337,選修,,"一 6,7",TR-512,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71155
初級日文(一),劉慧玲,71156,TB10810023,TBFL38337,選修,,"四 6,7",TR-612,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71156
初級日文(一),林益泓,71157,TB10810023,TBFL38337,選修,,"五 3,4",TR-615,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71157
初級日文(一),林益泓,71158,TB10810023,TBFL38337,選修,,"五 6,7",T4-301,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71158
初級西班牙文(一),馮志宇,71159,TB10810024,TBFL38417,選修,,"五 1,2",TR-412-1,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71159
初級西班牙文(一),馮志宇,71160,TB10810024,TBFL38417,選修,,"五 6,7",TR-509,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71160
時事漫談智慧財產與科技法,Richar,71211,TB10810028,TBIBG0073,,,"二 6,7",IB-401,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71211
影像記事中的近代兩岸,管美蓉,71302,TB10810038,TBTCG0993,選修,,"二 10,9",TR-510,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71302
書法藝術,蔡耀慶,71303,TB10810039,TBTCG1003,選修,,"三 A,B",TR-409-2,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71303
建築設計(五),王裕華,71500,TB10810046,TBAD30013,選修,,"三 2,3,4,5,6,7 / 五 6,7,8,9",,3 類,,6,,https://course.ntu.edu.tw/courses/114-1/71500
營建管理與工程倫理,阮怡凱,71501,TB10810047,TBAD42063,選修,,"三 2,3,4",TR-410,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71501
材料科學(一),梁鍵隴,71404,TB10810053,TBTX46113,選修,,"四 9 / 五 10,9",,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71404
材料科學(一),王秋燕,71405,TB10810053,TBTX46113,選修,,"一 10 / 二 6,7",,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71405
材料科學(一),羅承慈,71406,TB10810053,TBTX46113,選修,,"五 8,9 / 四 9",,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71406
先進電化學材料,王丞浩,71412,TB10810054,TBTX51017,選修,,"五 2,3,4",TR-513,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71412
奈米標靶藥物合成,白孟宜,71067,TB10820008,TBBE50167,選修,,"四 5,6,7",TR-516,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71067
創意思考與設計美學,謝璨羽,71106,TB10820026,TBDTG0043,選修,,"五 6,7,8",TR-514,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71106
創新與創業管理,葉峻賓,71566,TB10820058,TBTB20087,選修,,"五 2,3,4",TR-812,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71566
運算思維與自造,鄭海蓮,71420,TB10820065,TBVE59077,選修,,"五 6,7,8",T4-401-1,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71420
數位教材編輯與製作,湯梓辰,71119,TB10820073,TBEN57237,選修,,"一 10,8,9",RB-510,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71119
全民國防教育軍事訓練－國際情勢,劉鐵軍,70984,TB10910001,TB3C20057,選修,,"三 8,9",TR-213,3 類,,0,,https://course.ntu.edu.tw/courses/114-1/70984
全民國防教育軍事訓練－國際情勢,劉鐵軍,70985,TB10910001,TB3C20057,選修,,"三 A,B",TR-213,3 類,,0,,https://course.ntu.edu.tw/courses/114-1/70985
領導學,鄭仁偉,71048,TB10910004,TBBA31113,選修,,"三 6,7,8",MA-405,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71048
進入職場實務演練,吳雪麗,71050,TB10910005,TBBA40107,選修,,一 5,MA-520,3 類,,1,,https://course.ntu.edu.tw/courses/114-1/71050
廣告設計(一),袁嘏鼎,71098,TB10910009,TBDT35037,選修,,"四 A,B,C",TR-413-1,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71098
類比積體電路設計概論,鍾勇輝,71127,TB10910011,TBET46117,選修,,"三 6,7 / 四 2",,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71127
經貿英文翻譯,李宜懃,71147,TB10910016,TBFL34287,選修,,"五 6,7,8",T4-405,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71147
雲端服務應用導論,陳麗如,71265,TB10910025,TBMIG0043,選修,,"四 2,3,4",RB-508,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71265
智慧財產權法專題研究（一）,李姿儀,71268,TB10910026,TBPA51707,選修,,"三 2,3,4",TR-829,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71268
韓國語言與文化,黃身安,71304,TB10910027,TBTCG1033,選修,,"五 8,9",IB-608,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71304
幸福心理學,徐昀,71305,TB10910029,TBTCG1053,選修,,"四 6,7",TR-211,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71305
數位編輯設計與實務,湯梓辰,71306,TB10910031,TBTCG1073,選修,,"五 3,4",RB-510,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71306
覺察力與自我覺察,易力行,71046,TB10910037,TBBA28007,選修,,"一 10,8,9",IB-409-1,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71046
統計學(上),林清珮,71503,TB10910038,TBBA305A0,選修,,"二 2,3,4",RB-510,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71503
德語入門,汪錫麟,71554,TB10910054,TBFE19517,選修,,"一 3,4",TR-513,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71554
高齡社會理論,葉正桃,71029,TB10920002,TBAD53287,選修,,"三 6,7,8",RB-708C4,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71029
用戶體驗設計,唐玄輝,71102,TB10920012,TBDT49237,選修,,"一 6,7,8",E2-324,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71102
專利文件解讀,朱默庵,71208,TB10920030,TBIB20107,選修,,"一 2,3,4",TR-833,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71208
電腦輔助設計實習,林清安,71523,TB10920045,TBME32253,選修,,"四 7,8,9",E1-223,3 類,,1,,https://course.ntu.edu.tw/courses/114-1/71523
不動產估價理論與實務,卓輝華,71022,TB11010001,TBAD51507,選修,,"三 2,3,4",IB-602-2,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71022
微積分(上),項人宗,71114,TB11010019,TBEC161A0,選修,,"二 6,7 / 三 9 / 四 6,7",,3 類,,4,,https://course.ntu.edu.tw/courses/114-1/71114
工業電子電路,龐敏熙,71125,TB11010021,TBET45007,選修,,"四 8,9 / 五 3",,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71125
電力電子電路,龐敏熙,71132,TB11010022,TBET55077,選修,,"五 6,7,8",EE-311,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71132
微積分(上),張益賓,71213,TB11010028,TBIM160A0,選修,,"三 10,8,9 / 四 6",,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71213
安全協定開發與設計,黃政嘉,71261,TB11010039,TBMI51277,選修,,"二 6,7,8",TR-413-1,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71261
永續發展與社會 (一),黃淑怡,71308,TB11010042,TBTCG1103,,,"一 3,4",TR-613,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71308
永續發展與社會 (一),黃淑怡,71309,TB11010042,TBTCG1103,,,"三 3,4",華夏恆毅樓D406,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71309
社會實踐倡議：自媒體實作養成,王瑩,71310,TB11010043,TBTCG1113,選修,,"四 10,9",IB-607,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71310
國內外使節講座─從台科大看世界,周麟,71311,TB11010045,TBTCG1133,選修,,"四 6,7,8",AU-101,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71311
管樂合奏,林祐生,71312,TB11010046,TBTCG1143,選修,,"一 B,C",E2-102,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71312
臺灣傳統社會的文化與生活,江志宏,71313,TB11010047,TBTCG1153,選修,,"三 10,9",TR-211,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71313
臺灣傳統社會的文化與生活,黃信洋,71314,TB11010047,TBTCG1153,選修,,"一 3,4",T4-304,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71314
藝術治療初探,楊佳蓉,71315,TB11010048,TBTCG1163,選修,,"五 6,7",TR-210,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71315
證券管理,趙子欽,71547,TB11010055,TBBA44097,選修,,"四 10,8,9",TR-512,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71547
泰語入門,白桂英,71555,TB11020024,TBFE23017,選修,,"五 8,9",TR-516,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71555
美國專利申請實務,林士涵,71210,TB11020033,TBIB20487,選修,,"二 3,4",TR-833,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71210
性別、科技與全球化,黃淑怡,71316,TB11020048,TBTCG1203,選修,,"一 8,9",TR-613,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71316
高分子加工,葉樹開,71400,TB11020052,TBTX42103,選修,,"四 7,8 / 五 7",,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71400
材料相平衡,顏怡文,71413,TB11020053,TBTX54127,選修,,"三 6,7,8",TR-312,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71413
供應鏈管理,呂志豪,71531,TB11110004,TBBA36163,選修,,"五 2,3,4",TR-612,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71531
視覺傳達設計創業實務,鄭司維,71104,TB11110010,TBDT54217,選修,,"二 6,7,8",RB-412,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71104
中醫學概論,彭溫雅,71319,TB11110027,TBTCG1273,,,"三 1,2",TR-409-1,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71319
博物館與文化展演,黃信洋,71320,TB11110028,TBTCG1283,選修,,"一 10,9",TR-311,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71320
材料實驗(四),徐秀蘭,71401,TB11110031,TBTX42187,選修,,"四 1,2,3",E1-243,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71401
實務專題(上),,71408,TB11110032,TBTX499A0,選修,,,,3 類,,2,,https://course.ntu.edu.tw/courses/114-1/71408
生物化學特論,賴志遠,71410,TB11110033,TBTX50247,選修,,"一 2,3,4",TR-612,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71410
英語科技交流,賴志遠,71411,TB11110034,TBTX50257,選修,,"五 5,6,7",IB-504,3 類,,3,,https://course.ntu.edu.tw/courses/114-1/71411
基礎電子電路實習,張佑丞,71426,TB11110038,TBET27017,選修,,"二 10,8,9",EE-701,3 類,,1,,https://course.ntu.edu.tw/courses/114-1/71426
