course_id,course_name,teacher,post_url,post_title,post_author,post_date,content,source
LAW2088,勞動法,徐婉寧,https://www.ptt.cc/bbs/NTUcourse/M.1537157080.A.11E.html,[問題] 徐婉寧老師勞動法教室？,P7700 (Nikon),Mon Sep 17 12:04:38 2018,"正好禮拜一上午有空，

想回學校聽徐老師的勞動法，

但第一週和今天早上有事，

今天11:20到法1304教室時教室空空如也

請問老師有換教室或是換時段上課嗎？

另外想要請問下週一是否停課？

以及目前上課進度,有無講義等等

拜託知道的同學告知了，感激不盡！

-----
Sent from JPTT on my Asus ASUS_Z012DA.",ptt/NTUcourse
PS3203,外交決策與政策,徐斯勤,https://www.ptt.cc/bbs/NTUcourse/M.1642051746.A.EF0.html,[評價] 110-1 徐斯勤 外交政策議題,ntupppeap (台大比波),Thu Jan 13 13:29:04 2022,"※ 本文是否可提供臺大同學轉作其他非營利用途？（須保留原作者 ID）

         （是／否／其他條件）：是

      
哪一學年度修課：

110-1

      
ψ 授課教師 (若為多人合授請寫開課教師，以方便收錄)

徐斯勤

      
λ 開課系所與授課對象 (是否為必修或通識課 / 內容是否與某些背景相關) 

政治系選修

      
δ 課程大概內容

本課程乃以社會科學院政治系國際關係組三年級修習進階學程同學為主要對象所開授之必
修課，學程為一學期。在課程設計上，本課程與「外交決策與政策」前後銜接，具有連貫
性。本課程旨在介紹討論現代國際體系中，國家制定外交政策的三個層面：（1）輸入因
素（2）決策過程（3）政策產出，當中的第一個層面，作為「外交決策與政策」側重後二
層面的基礎。本課程將兼重法則、理論、概念的說明，以及其與事實例證之間的相互印證
。本課程始於通論性介紹，而後將涵蓋有關外交政策輸入因素的個別議題，以及個別國家
政策等特定範圍。

國家利益－外交政策的目標
民主和平論－國家層次因素對外交政策的影響
常見的錯誤性感知
來自國內一般民眾的影響
外交政策過程中立法與行政關係的影響
地緣因素的影響－攻擊現實主義

      
Ω 私心推薦指數(以五分計)
 ★★★★★

5分★★★★★

      
η 上課用書(影印講義或是指定教科書)

老師會發紙本講義給大家，另外還有額外的中英文文本需要研讀

      
μ 上課方式(投影片、團體討論、老師教學風格)

一貫的政治系單方面傳授方式，老師會按照時間演講2小時，並在課堂上發放紙本講義，
其中的內容都是大綱式的題目居多，所以必須要勤做筆記，而且老師上課會補充非常多國
關史上的案例來配合講解，因此早上精神不佳者最好記得錄音，因為期末考很可能會叫你
針對一個知識點舉出例子來驗證。另外肇因於紙本講義作筆記的不便性，我蠻推薦各位將
這些紙張掃描後轉成文字檔再去整理，這樣就可以用文書軟體去紀錄，老師上課解釋的東
西蠻多，我認為用打字的比較容易快速且詳實得做好筆記。

另外會有一堆指定閱讀的文本要念，每一個單元都相對應的文本，老師說一定要念，因為
期末考可能會出，但我英文太差，很多東西看過去其實根本不知道再講甚麼，然後就忘記
了，所以效果其實沒到很好，但其實老師上課講的蠻多內容都是跟指定閱讀有關，甚至例
子也是，所以我相信上課認真聽的話其實有一些部份是不太需要看的，下面會再詳細解釋
哪些閱讀是最一定要念的。

      
σ 評分方式(給分甜嗎？是紮實分？)

課堂參與（10%）、小組報告（30%）、期末考（60%）

      
ρ 考題型式、作業方式

其實老師這整學期都沒有點過名，所以我不知道這部分會怎麼算，但中間剛好有舉辦中國
政治年會的活動，所以只要有出席開場演講的同學老師好像會酌情加分，會加多少我不知
道。

老師在學期初時會發給大家小組報告的指南，一般來說前三周會分好組別，大概4-5人一
組，然後老師會列出一份論文清單，大概有50-60篇左右的份量，內容都是跟這學期上課
的內容有關的，那每一組要從中挑選一篇有興趣的來做學期報告，報告的要求是必須找到
與論文中主要論點相互應證或推翻的實際案例去做對話，所以一開始每一組可能分頭看文
章，一人看個2篇左右然後盡量想出能與論文中論點對話的實際案例，之後教授會要求每
一組要跟他約時間討論報告的方向，按上面的方式每一組至少會看過4篇論文，而每個
人將自己的論文摘要和實際案例講給教授聽後教授會給意見，然後確定好要選擇哪一篇論
文後，就可以開始撰寫。報告的字數限制是7000-14000，內容必須包含所選論文之摘要
，格式要按照政治科學論叢的規定去撰寫，大概是這樣，之後在大概12、13周時，教授還
會要求各組再跟他討論一次，以確定報告的方向或內容是否符合期待，如果都OK的話就可
以在期末考前繳交。

整學期只有一次考試，考題已經放在考試版，內容包含老師上課的講義與例子，以及少數
指定閱讀的題目，其中我認為大國政治的悲劇的文本一定要念，還有Rice國家利益的文章
也是，幾乎每年必考，但因為這些文本很多都是英文的，尤其大國政治的悲劇需要閱讀的
章節蠻多，所以我都會找中譯本來看，這些指定閱讀中不論是期刊的文章還是書籍的，在
zlibrary幾乎都找得到，所以沒時間的話就去找pdf檔再全部丟到翻譯軟體裡面唄。

成績我後來是拿到A，剛才問了報告同組的其他人，大概都在B左右，所以報告能影響學期
成績的比例有限，主要是考試決定，但老師並未告知評分原則亦或是參考答案，如果將來
有拿到的話再補上。

      
ω 其它(是否注重出席率？如果為外系選修，需先有什麼基礎較好嗎？老師個性？

加簽習慣？嚴禁遲到等…)

完全不重出席，但少去一堂課絕對損失慘重，如果真的需要翹課一定要請人錄音。然後最
好要對國際關係有基本認識再來修，但其實沒有也不會怎樣啦，老師的講解都深入淺出，
好好上課應該不會聽不懂，至於加簽的話應該全簽，因為學期初蠻多人會退掉。

      
Ψ 總結

對國關組學生來說，有心想唸好外交這方面的知識一定要上這門課，它會給我們進入下學
期外交決策與政策一個很扎實的理論背景，然後也是進階課程的必修，老師風采滿滿，上
課時幾乎不會有任何贅言，雖然這樣真的蠻辛苦，但收穫真的很多，希望大家來多修這門
課，會讓各位不再認為覺得政治系的課都很水很涼。",ptt/NTUcourse
PS3203,外交決策與政策,徐斯勤,https://www.ptt.cc/bbs/NTUcourse/M.1560791429.A.BCC.html,[求救] 徐斯勤 外交決策與政策筆記,sssa2916 (sssa2916),Tue Jun 18 01:10:27 2019,"有缺幾堂課希望能徵到同學的筆記來對照～
看了考古題有點慌張嗚嗚
願意以飲料、咖啡、食物各式報酬交換",ptt/NTUcourse
PS3203,外交決策與政策,徐斯勤,https://www.ptt.cc/bbs/NTUcourse/M.1299490948.A.2C1.html,[情報] 徐斯勤 外交決策與政策 用書,tinanitina (tinanit),Mon Mar  7 17:42:26 2011,"徐斯勤教授的外交決策與政策

這門課的用書

essence of decision:explaining the Cuban Missle Crisis

可以在社科院地下室買到喔

但是阿姨說只有20本

需要的人可以趕快去買!",ptt/NTUcourse
Psy3010,中階統計,徐永豐,https://www.ptt.cc/bbs/NTUcourse/M.1643264536.A.29D.html,[評價] 110-1 徐永豐 中階統計,GentleVodka (老馬),Thu Jan 27 14:22:14 2022,"※ 本文是否可提供臺大同學轉作其他非營利用途？（須保留原         （是／否／其他條件）：

         是

 
哪一學年度修課：

         110

      
ψ 授課教師 (若為多人合授請寫開課教師，以方便收錄)

徐永豐

 
λ 開課系所與授課對象 (是否為必修或通識課 / 內容是否與某些背景相關) 

心理系 授課對象通常也都是心理系的學生

 
δ 課程大概內容

老師會先從簡單的機率開始講，講獨立事件、Joint pdf等等，然後就

         會開始講各種分配，接就是期中考，然後就開始講假設檢定、LRT、卡方

         、ANOVA，課程有大致的大綱但我覺得參考性不大。

Ω 私心推薦指數(以五分計)
 ★★★★★

 ★★★★★ 

我覺得學了很多東西

 
η 上課用書(影印講義或是指定教科書)

mathematical statistics and data analysis 3rd edition by john a. rice 

μ 上課方式(投影片、團體討論、老師教學風格)

老師上課滿輕鬆的，不會覺得壓力很大，而且老師講話很可愛會跟大家

         聊聊他對心理系的看法，加上老師講話又滿有梗的，所以整學期上下來的感受

         是滿舒壓的，上課講的東西不難懂，真的有東西不懂去問助教助教也一定會

         講到你懂。

σ 評分方式(給分甜嗎？是紮實分？)

         四次作業40%兩次考試60%

         扎實甜，期末大調分 完全沒當任何人。

ρ 考題型式、作業方式

考試跟作業形式差不多，都是寫證明，考試題目也會從作業裡面出，

         在外加一些助教給大家的聖誕禮物，所以有些東西寫不出來真的不用太計較，

         就當作是在送幸福。

ω 其它(是否注重出席率？如果為外系選修，需先有什麼基礎較好嗎？老師個性？

因為修的人大概20幾個不算特別大班，所以基本上上到最後老師也

         都記得每個人了，點名的部分完全不care也不會影響成績，雖然最後老師

         有說但家都有出席才沒當半個人，但你就算整學期都沒來老師也不會因此當掉

         你。基礎的話因為這堂課是開在心理系，所以通常會來修的很多都是大二上完

         姚媽的心統之後來修的，所以上完姚媽的新統就很夠基礎了，內容重疊率很

         高，只是徐老師的角度是從數理統計切入。

加簽習慣？嚴禁遲到等…)

全簽，不在意出席，甚至老師都會調侃天氣這麼好我們怎麼在這邊

         苦哈哈的上中階統計。

Ψ 總結

我個人覺得這堂課不能只有上課聽完，回去要認真地讀老師的指定用

         書，其實如果有讀的話會收穫很多，加上徐老師自己也說這堂課是比較進階的

         統計，所以我認為不能拿姚媽來比，姚媽的心統比較偏結果和使用，但徐老師

         強調的是證明和原理。在課程一開始老師有讓大家說為什麼要修這門課，需多

         心理系的學說是希望學更進階的統計，我覺得如果未來是希望往數學系或其他

         更高階的統計課程修課的話，這堂課是一個很好的敲門磚，也是訓練一些寫證

         明的技巧和原文書抓重點的能力，對我來說滿有收穫的，還滿推薦想要修進階

         統計的人試試水溫。",ptt/NTUcourse
LibEdu1104,協調溝通與衝突管理,徐顯國,https://www.ptt.cc/bbs/NTUcourse/M.1504083504.A.E1D.html,[通識] 105-2 協調溝通與衝突管理 徐顯國,njj1314 (njj1314),Wed Aug 30 16:58:21 2017,"※ 本文是否可提供臺大同學轉作其他非營利用途？（須保留原作者 ID）

         （是／否／其他條件）：是

      
哪一學年度修課：
105-2

      
ψ 授課教師 (若為多人合授請寫開課教師，以方便收錄)

         徐顯國

      
δ 課程大概內容

         1.溝通管理
         2.性格管理
         3.第一印象
         4.溝通中的情緒管理
         5.憤怒管理
         6.衝突管理
         7.雙贏心態與換位包容
         8.仇恨與原諒

      
Ω 私心推薦指數(以五分計)
 ★★★★★

         想了解自己和身邊的人 ★★★★★
         想學到解決衝突的方法 ★★★★
         想翹課               ★
        （拜託會翹課的真的不要來選，老師的課很棒，請把機會留給有需要的同學）

      
η 上課用書(影印講義或是指定教科書)

         主要是老師自己的PPT、老師自己的著作“心的解碼”和英文閱讀

      
μ 上課方式(投影片、團體討論、老師教學風格)

         上課時老師通常使用投影片作講解。
         每個同學桌上會有自己的名牌，老師喜歡隨機點人回答問題。
         喜歡坐最後的同學最慘，老師很喜歡點後面的人
         不過，老師更期待同學在上課時舉手問問題或老師問問題時同學舉手回答

      
σ 評分方式(給分甜嗎？是紮實分？)

         課堂討論                      15%
         分組報告、課堂報告、書面報告  20%
         三篇專題報告                  45%
         期末考                        20%
         上面的評分方式是106-1學期的，跟剛剛那個學期有點不一樣，我就不打出來

         其實我不知道老師有沒有調分，因為作業的成績不是全部顯示出來
         不過我是沒有翹過課及準時繳交作業，有時也會舉手回答問題
         我知道老師對我的印象是不錯
         我最後成績是A+

      
ρ 考題型式、作業方式

          我們這個學期沒有期末考。
          但有8個作業、一次debate、至少兩次上台報告（印象中）

      
ω 其它(是否注重出席率？如果為外系選修，需先有什麼基礎較好嗎？老師個性？

加簽習慣？嚴禁遲到等…)

          老師不喜歡同學上課聊天及用電子產品！
          出席率沒有寫在上面，但老師很快就把班上同學記起來，所以不要翹課
          老師第一次在台大開課，所以加簽是早上先到教室先贏，只加簽了7個
          不要遲到！！！
          老師在課堂鐘聲響起後，會請助教把後門鎖起來，只讓同學從前門進來
          上課鐘聲響起10分鐘後才進來的同學會被當作遲到處理
          真的不要翹課，老師會默默記住不來上課的人
          老師很準時下課，但中間休息並不按學校課表，而是看老師進度
          不需要基礎，抱著想對自己多了解的心來上課就好

      
Ψ 總結

          這個學期很開心有加簽到老師的課！
          老師的課不止讓我重新認識自己，也對身邊的人有更深的了解！
          每次交的作業都讓我進行反思及讓我更留意身邊的人和事物對我的影響
          我認知到我的成長背景如何塑造了現在的我

          最後，再次強調會翹課的同學不要來選這門課！
          請把機會留給想多了解自己的同學吧！",ptt/NTUcourse
LibEdu1104,協調溝通與衝突管理,徐顯國,https://www.ptt.cc/bbs/NTUcourse/M.1485156736.A.84D.html,[問題] 請問徐顯國 協調溝通與衝突管理,timmySMILE (蒂米笑:)),Mon Jan 23 15:32:14 2017,"在課程網上查到了這門課，但是在NTucourse版找不太到相關的經驗分享
想請問版上各位，有修過這門課的同學，方便分享一下修這門課的心得，還有一些關於老師上課風格的描述嗎？（比如說上課期間，學生發表意見的狀況，還有老師英文授課的一些細節
希望大家能幫忙回答我的問題囉，謝謝！
-----
Sent from JPTT on my iPhone",ptt/NTUcourse
PHARM5093,分子藥物化學,忻凌偉,https://www.ptt.cc/bbs/NTUcourse/M.1389180390.A.5CB.html,[求救] 忻凌偉 分子藥物化學 (102-2的課),tynse71864 (BackDrop),Wed Jan  8 19:26:27 2014,"在選下學期的課的發現的

是分子醫藥學程的課

課程網是說提供非藥學系領域的同學

了解一些藥物基本原理/開發等

想問問看有沒有修過的同學

對這堂課的想法或評論呢?

(我是怕說需要藥學的基礎<---因為從沒修過

至於生化方面的相關基礎都沒問題)

本身是對藥物應用蠻有興趣的

不過有點怕 1. 修不過會爆炸  2. 上課時間卡的很奇妙，是三2+四34...

所以來發問了

謝謝大家~",ptt/NTUcourse
BP5051,建築設計 (二),慕思勉,https://www.ptt.cc/bbs/NTUcourse/M.1536850584.A.9E1.html,[News] 慕思勉教授的建築設計(一)尚有加簽名額,topinal (tommy),Thu Sep 13 22:56:22 2018,"週二上課時 仍有加簽名額
老師說其實課綱上說明有點太嚇人了，很歡迎有興趣但未必有基礎和背景的同學來修課喔

不過課程會需要花費一定時間心力，所以的確不是可以涼涼混學分的，有興趣又願意投入
的同學週五可以來課堂詢問加簽囉",ptt/NTUcourse
BP5051,建築設計 (二),慕思勉,https://www.ptt.cc/bbs/NTUcourse/M.1454261430.A.9E4.html,[評價] 104-1 初等環境與建築設計一 慕思勉,Naturetung (Nature),Mon Feb  1 01:30:28 2016,"※ 本文是否可提供臺大同學轉作其他非營利用途？（須保留原作者 ID）

         （是／否／其他條件）：
          是

      
哪一學年度修課：
104-1

ψ 授課教師 (若為多人合授請寫開課教師，以方便收錄)

      慕思勉

      
λ 開課系所與授課對象 (是否為必修或通識課 / 內容是否與某些背景相關) 

      工學院城鄉所，為土木系建築學群選修，大學部高年級（四年級以上）選修

      
δ 課程大概內容

      1.練習以文字及繪畫表達空間
      2.認識建築的基礎知識
      3.期末設計八坪公共住宅單元

      
Ω 私心推薦指數(以五分計)
 ★★

      原po當初上課是對建築設計有興趣，目標為畢業後讀學士後建築，
      但這堂課內容走向不太是我需要的，如果需求類似者真的就只有兩顆星
      後會詳述原因。

      
η 上課用書(影印講義或是指定教科書)

      無

      
μ 上課方式(投影片、團體討論、老師教學風格)

      由於為小班制，老師在前面帶大家討論，通常是分別討論每一個人的作品呈現，
      模式為老師針對作品進行有關空間呈現的部分發問，也開放同學提問，
      作業指示較為模糊，因此都是討論完作業才知道老師究竟想要什麼。
      為二五晚上上課，視情況最晚可能到十一點。
      老師的教學節奏有點慢，也不喜歡把話說死，有時候有點難專心。

      
σ 評分方式(給分甜嗎？是紮實分？)

      未說明評分方式，不甜，而且六學分對GPA傷害極大，如果需要漂亮成績建議三思

      
ρ 考題型式、作業方式

      無考試，每次上課幾乎都有小作業，期末評圖

      作業類型如下：
      
1.文字繪圖練習

      老師於上一週指定題目，下一次帶來作品，全班一起討論作品細節，
      主要為個人作業，但最後一次會變成兩人作業。
      老師的作業指示通常都比較模糊，大概是想要留空間給同學
     
 2.草模製作

      團體（2-3人）作業，討論方式如同文字與繪圖練習，只是變成用模型展現空間
    
  3.障礙體驗

      三至四人一組，體驗孕婦、視障、以及肢體障礙者，需要拍攝影片展現
     
 4.期末八坪公共住宅單元設計

      三至四人一組，從人物設定開始，規劃一個八坪的單元並製作模型及海報

      
ω 其它(是否注重出席率？如果為外系選修，需先有什麼基礎較好嗎？老師個性？

加簽習慣？嚴禁遲到等…)

      注重出席率，雖然沒有明講。建議也不要遲到太久，雖然老師不一定會準時。
      不需基礎。
      初選不開放，是必須第一堂課去考試，由老師選人，但老師也沒有說明選擇標準。
      老師個性就是有點傲嬌的文人，需要注意不要踩到雷。

      
Ψ 總結

      先說明給兩顆星的原因，
      這門課雖然名稱裡有建築設計，但建築相關知識卻上的很少，
      畫的圖也不是平立剖透等等圖學，比較像是要建立同學對於空間的認知。
      在初環學到最多的，應該是需求探討的深度，更加回到空間的本質去思考，
      空間的可能性能有多大，探討的更細的使用者活動能夠如何安置，
      這個空間會被如何使用。
      而在一般建築知識上的教授就相當有限。圖學約以一堂課左右的時間帶過。
      但畢竟這是開給臺大想要認識建築、入門了解的高年級同學，倒也無可厚非。

      除了內容不符個人期待外，不這麼推薦的原因，主因是老師的教學邏輯較不嚴密，
      常常不太能理解各個階段做的事情彼此的連結邏輯，講白一點就是沒系統。
      對於剛接觸設計的我們來說，有時候做作業時相當有瞎子摸象感，
      需要反覆推敲老師的言外之意。
      簡言之，老師的說明常常不夠具體清楚。
      太多時間都花在猜測老師對於作業的期待是什麼，又究竟想要教什麼。
      溝通理當是設計師很重要的一項技能，
      一個跟學生溝通都有問題的人教設計，我個人是不太能接受啦。

      學期中老師有一次覺得全班作業都不用心，突然發怒離開教室，
      過了約半小時後又回到教室笑容可掬地討論。
      個性比較難捉摸，如果選上需要多注意一下不要踩雷。

      最後奉勸，
      如果是對建築設計有興趣而想要選這門課，還是去臺科大吧。",ptt/NTUcourse
BP5051,建築設計 (二),慕思勉,https://www.ptt.cc/bbs/NTUcourse/M.1284724813.A.1DC.html,[問題] 慕思勉教授 初等環境與建築設計一,yanhaha (yanhaha),Fri Sep 17 20:00:09 2010,"目前登記人數只有1
請問有人禮拜二或者今天晚上有去聽課的嗎???

之前是因為學分上限25(成績不好=  =)沒辦法選這堂課
現在...則是有機會可以上這堂課
想知道是直接選就選上
還是要交作業加簽?

是否有宣布這學期大概要做的事
或者loading大概如何 (只知道不輕)

還是這堂課會因為人數太少而停開?
麻煩知道的同學幫我回答一下囉!!!

謝謝哦!",ptt/NTUcourse
FL2016,德文一下,拉貝明契,https://www.ptt.cc/bbs/NTUcourse/M.1467638526.A.416.html,[評價] 104-2  拉貝明契  德文二,YvonneFai (禹荒),Mon Jul  4 21:22:04 2016,"※ 本文是否可提供臺大同學轉作其他非營利用途？（須保留原作者 ID）

         （是／否／其他條件）：

      
哪一學年度修課：

ψ 授課教師 (若為多人合授請寫開課教師，以方便收錄)

拉貝明契

      
λ 開課系所與授課對象 (是否為必修或通識課 / 內容是否與某些背景相關) 

δ 課程大概內容

        Berliner Platz 2 NEU  19-23
 Kapitel 19: Das finde ich schoen
Kapitel 20: Komm doch mit!
Kapitel 21: Arbeitssuche
Kapitel 22: Alltag und Medien
Kapitel 23: Die Politik und ich

      
Ω 私心推薦指數(以五分計)

         充滿學習慾望(主動學習者)
 ★★★★★★★
(超棒
         課程有趣
 ★★★★★

         一定要有考試才會念(被動學習者)
 ★

         害怕口說
 ★★

         喜歡蹺課
 ★ 
(每堂都有簽到單，且出席率列入成績)
         討厭討論跟課程進度無關的內容
 ★

η 上課用書(影印講義或是指定教科書)

          柏林廣場 Berliner Platz 2 NEU

      
μ 上課方式(投影片、團體討論、老師教學風格)

          老師不會說中文
          上課方式是 用英文上德文
          老師非常非常注重大家上課能夠和他""互動""
          很希望大家能夠多開口說德文
          要我們不要害怕說錯寫錯，勇敢嘗試，
          而不是只會考試
          他的教育理念是上課應該是要老師和學生互相討論回饋
          而不是老師自己在台上一直教
          所以常常丟問題問我們想法希望我們回答
          如果大家都一直沉默，老師會蠻失望的
          因為老師 總是 充滿教學熱情
          上課風格很自由活潑
          有時會補充一些德文的歌和詩
          然後每節課都會隨心情點人上台唱歌 唸詩 或唸課文
          老師還很常寄信 xD
          會寄很多補充資料給我們
         (課堂上也會補充很多字詞)
          一學期下來大概收到了40幾封拉貝明契寄的信...囧
          然後他非常歡迎學生們寄信給他
          (無論是教學建議 、自己私下德文練習、課程問題等等都可以)
          他很喜歡學生和他的任何互動
          上課的風格和台灣老師差非常多
          台灣老師會很認真的一直趕進度不太聊廢話
          但他常常聊跟課程進度無關的事情
          例如某課主題是政治
          他就花了不少時間在跟我們討論德國政治和台灣政治的不同
          因此整學期的課程下來除了德文進步
          還更了解了德國的許多文化
          由於我這學期同時修德一(蔡嘉穎)和德二(拉貝明契)
          深深的體會到台灣教育和歐洲教育教學風格的差異
          都各有各的好
          台灣老師就是用大大小小的考試逼你不得不學得很紮實
          而歐洲風格的老師就是會喜歡和你互動
          也很樂意補充很多學習資料給你
          幾乎沒什麼考試   給你很多自由也不太有壓力
          拉貝明契在最後一堂課說他一直堅持維持著這樣子的教育風格
          很不容易 ,但他說他希望培養我們更自由靈活的學習能力
          其他兩個德國老師教育風格好像都已經有部分台灣化了
          他真的很棒
          每次都很期待上他的課
          這是我第一次在台大體會到學習也能那麼自由快樂
          我還問他暑假還能寄我的德文練習給你看嗎
          他說當然可以 !!!非常樂意!!
          他對學生真的是充滿了熱情
      
σ 評分方式(給分甜嗎？是紮實分？)

         我個人覺得蠻甜的
         我拿 A+ ((其實我自己有點意外))
         期中50%( 出席10%+文法考試30%+課程參與10%)
         期末50%( 出席10%+文法考試30%+口試、作詩、子句練習10%)

      
ρ 考題型式、作業方式

          文法考蠻簡單的，不會為難人，老師考前還會寄信給我們考試重       點  (
全班25人 期中90分以上的有17人 ) , 期末時比較特別 ， 除了文法考試外，還出了一個
題目要我們作一個簡單的德文詩 ，我們這次題目是  ""家"" ，我寫得蠻短蠻簡單的 xD ，
口試的時候會要我們用帶有感情的聲音唸自己寫的詩 ，  口試方式是要找一個 partner
，除了要各自自我介紹外，老師還給了我們一個主題--德國旅遊規劃 ，要我們設計對話
，然後他會穿插一些問題問我們，他說不用害怕講錯，放膽講德文就對了 ! 所以我就真
的亂講一通，想到什麼就說什麼 xDD
(口試時他還買了一大袋德國啤酒請我們喝 哈哈哈)
      
ω 其它(是否注重出席率？如果為外系選修，需先有什麼基礎較好嗎？老師個性？

加簽習慣？嚴禁遲到等…)

      我上學期才剛修德文一上，沒有修德文二上也還沒上完德文一下就跑來加簽德文二
下了，老師完全沒過問什麼就簽了 ，所以我這學期就真的挑戰了自己德文一下和德文二
下同時修，其實不太有障礙，一開始有點跟不上，後來自己稍微讀一讀就跟上了

      
Ψ 總結

拉貝明契真的是一個非常非常熱愛教學的老師，很有自己的風格和理念，對學生非常用心
，我覺得上了這堂課讓我更愛德文了，老師的熱情真的是會感染學生的哈哈哈",ptt/NTUcourse
FL2030,荷蘭文一下,敖馨郁,https://www.ptt.cc/bbs/NTUcourse/M.1498742815.A.746.html,[評價]105-2 敖馨郁 荷蘭文一下,LYC1025 (),Thu Jun 29 21:26:52 2017,"※ 本文是否可提供臺大同學轉作其他非營利用途？（須保留原作者 ID）

         （是／否／其他條件）：
是

      
哪一學年度修課：

105-2

      
ψ 授課教師 (若為多人合授請寫開課教師，以方便收錄)

Laura Ahlheid 敖馨郁

      
λ 開課系所與授課對象 (是否為必修或通識課 / 內容是否與某些背景相關) 

外文系

      
δ 課程大概內容

Chapter 7
Demonstrative pronouns, shopping, money
Prepositions of time, locations, making payments
Shops, opening times, working hours

Chapter 8
Verbs with prepositions, food and drink, eating culture
Expressing preferences, various cuisines
Indefinite pronouns, restaurants

Chapter 9
Word order and sentence order. Work and professions
Invitations
Referencing subject and object

Midterm exam: written and oral

Chapter 10
Past tense and perfect tense
Koningsdag
Regular and irregular verbs
The weather, the bicycle and public transportation

Chapter 11
Adjectives, prepositions, describing
Auxiliary verbs, housing and living environment

Chapter 12
Comparative and superlative
Asking/giving directions

Student oral presentations

Final exam: written and oral exam

      
Ω 私心推薦指數(以五分計)
 ★★★★★

★★★★★

      
η 上課用書(影印講義或是指定教科書)

Totaal 1 & 老師講義

      
μ 上課方式(投影片、團體討論、老師教學風格)

投影片為主，並搭配板書，上課主要先從文法開始，在進入單字最後課文對話，每次講完
一小部分都有小組練習時間，不過是玩小遊戲還是課本練習，都會讓我們更熟悉這塊。真
的很喜歡玩小遊戲，每次都欲罷不能XD
老師上課主要是用中文上課，所以不管是文法單字還是對話都不難讀懂。

      
σ 評分方式(給分甜嗎？是紮實分？)

Tests and assignments 20%
Midterm-exam: written and oral 40%
Final exam: written and oral 40%

      
ρ 考題型式、作業方式

主要考老師上課所提過的文法單字，口試老師在考前的一堂課都會提供一些範例題型幫助
我們更好準備。
作業偶爾會有課本習題或玩完小遊戲後，用那次學到的文法造句子。

      
ω 其它(是否注重出席率？如果為外系選修，需先有什麼基礎較好嗎？老師個性？

加簽習慣？嚴禁遲到等…)

加簽的話，只要跟老師說過你學過一點荷蘭文老師都會給授權碼。
老師好像不太管出席與否，不過語言課最好還是都出席才比較不會漏掉東西，更何況有數
不清的小遊戲可以玩，何樂而不為呢XD

      
Ψ 總結

台大有滿多人想去荷蘭交換的，我覺得這堂課可以幫助你們更了解荷蘭的文化，另一方面
讓你們到荷蘭後更有熟悉感。而從荷蘭交換回來的同學，更應該把握機會學一下基礎的荷
蘭文，因為每次的內容都與生活息息相關，你們將會在課堂上找到熟悉的荷蘭味。
Laura對學生超級nice，會在相關課程中，給予學生品嘗道地的荷蘭美食，舉凡pannenkoe
k，Tompoes等等，真的是非常美味!
這堂課對於想要了解荷蘭的人，絕對能滿足你的需求，因為荷蘭文一含括了食衣住行，配
合Laura的講解以及遊戲的搭配再加上美味的荷蘭小吃，在這一年之中，荷蘭將不在是在
遙遠的歐洲，而是存在於每周一四的早上XD
希望大家多多支持Laura的荷蘭文課~~",ptt/NTUcourse
