course_id,course_name,teacher,post_url,post_title,post_author,post_date,content,source
Psy1007,普通心理學,陳書梅,https://www.ptt.cc/bbs/NTUcourse/M.1342290278.A.5F5.html,[評價] 100-2  陳書梅  普通心理學,h3178378 (腦哥),Sun Jul 15 02:24:35 2012,"※ 本文是否可提供臺大同學轉作其他非營利用途？（須保留原作者 ID）

         （是／否／其他條件）：是

      
哪一學年度修課：
100-2

      
ψ 授課教師 (若為多人合授請寫開課教師，以方便收錄)

       陳書梅老師

      
δ 課程大概內容

       就....心理學啊。

      
Ω 私心推薦指數(以五分計) ★★★★

      η 上課用書(影印講義或是指定教科書)

      每一單元會發一份講義，考試很多都從裡面出。但是講義幾乎只有outline，不上
      課，又不買書的話到期中期末會甲賽。參考書有 Benjamin B. Lahey （2011)。心
      心理學概要（Psychology: An Introduction, 8e）  ; Nolen-Hoeksema , S. , &
       Fredrickson, B., & Loftus, G. , & Wagenaar, W.（2010）。心理學導論（At-
      kinson & Hilgard’s introduction to psychology, 15e）  ;葉重新（民93）。
      心理學。臺北市：心理。

      
μ 上課方式(投影片、團體討論、老師教學風格)

      老師上課很喜歡用一些實例來闡述心理學的理論，應該不會算太難懂。但是，上課
      有一點悶，不是很有興趣的傢伙都常會愛睏...(我就是XDD)

      
σ 評分方式(給分甜嗎？是紮實分？)

      應該算紮實偏甜啦，有努力老師就不會虧待你。我期中考拿82，期末考不知道幾分
      (我覺得我被慘電了)，但是我期末報告寫超用心，最後得A
      
ρ 考題型式、作業方式

      有期中期末加報告。期中算簡單(是非跟選擇)，期末就冏了...(配合，選擇，及問
      答題)
      
ω 其它(是否注重出席率？如果為外系選修，需先有什麼基礎較好嗎？老師個性？

加簽習慣？嚴禁遲到等…)

      老師不定期會用不計分的隨堂考點名，此外，如果老師問問題不小心從名單上叫到
      你，卻發現你消失了，就甲賽了...
      
Ψ 總結

      心理系的同學表示:這堂課跟心理系的普心比算是涼到爆。我覺得對想學東西的人
      根想打混的人都很適合喔。而且啊這一科要被當，是有難度的XDD 另外，老師人超
      好!!他有一次上課講到說要請大家吃蛋蕉，結果他真的拿來了!!!(一直說:老師有
      Keep in mind.絕對不會忘記) 還有，你上課混混，期末考前再去問他一堆上課有講
      的東西他也不會生氣喔，呵呵",ptt/NTUcourse
Psy1007,普通心理學,陳書梅,https://www.ptt.cc/bbs/NTUcourse/M.1308978741.A.85B.html,[評價] 99-2 陳書梅 普通心理學,sandyclaws (剩蛋老人),Sat Jun 25 13:12:17 2011,"※ 本文是否可提供臺大同學轉作其他非營利用途？（須保留原作者 ID）

         （是／否／其他條件）：

      是

      
哪一學年度修課：

      99-2

      
ψ 授課教師 (若為多人合授請寫開課教師，以方便收錄)

      陳書梅

      
δ 課程大概內容

      課程簡介
      導論-心理學之發展與相關理論
      心裡發展
      感覺 知覺
      學習
      記憶 遺忘
      (溫書假)
      語言 思維
      (期中考)
      動機 情緒
      能力
      人格
      社會行為
      壓力 身心健康
      心理異常 精神疾病
      心理治療
      (期末考)

      
Ω 私心推薦指數(以五分計)
 ★★★★★

      對想修涼課甜課又想學到東西而言 5顆!

      對想扎實修好普通心理學的人而言 3.5顆!

      (總結的時候會再討論)

      
η 上課用書(影印講義或是指定教科書)

      教授自己印的講義

      會友建議的參考書目 不過自行團購

      我自己建議可以用 危芷芬等人撰寫的""心理學導論""

      
μ 上課方式(投影片、團體討論、老師教學風格)

      有一兩次會用投影片輔助 大多都是上講義 陳老師上課偶而會援用自己的例子

      上課風格就是一直講 講到下課休息後繼續講 偶爾會請同學起來發言

      (其實大多是請班代啦) 講課偶爾會鬼打牆或講解不是頗清楚 類似

      ""A有a的性質 B有b的性質""(抄筆記...)

      ""抱歉 是A有b的性質 B有a的性質""(塗掉 再抄一次)

      ""恩~! 喔喔 抱歉 應該是 A有a的性質 B有b的性質"" (還沒塗完= =就要在重塗一次)

     (其實沒什麼影響啦  只是看到厚厚的一層立可白心中有點...)

     其實講解不是頗清楚比較重要 因為教授的講義就是大綱式的 講解也偏大綱式

      在加上有時講解不盡詳細 那就等於要自己念了

      
σ 評分方式(給分甜嗎？是紮實分？)

      期中30趴

      期末40趴

      作業15趴

      出席率15趴

      
ρ 考題型式、作業方式

      一份作業 記錄親友或自己的防衛行為

      期中     選擇加是非 難度偏易 但是要背些小細節 某某人做某某實驗 代表某意義

               或是 某某理論和某某理論間的比較

      期末     選擇配合加申論 難度偏中上 大致和其中要準備的程度差不多 不過理論

               方面要更熟就是 申論會用到

      
ω 其它(是否注重出席率？如果為外系選修，需先有什麼基礎較好嗎？老師個性？

加簽習慣？嚴禁遲到等…)

              不重出席率 不點名 不認人(只會認班代)

              但會有隨堂測驗 教授是說不計分 只是要看你有沒有來上課而已

              大概有6-7次

              非常涼 可是沒來的話有些例子沒聽到 某些理論可能會混淆

              作業也分數也頗甜 認真做就有A+

              我自己就是外系選修的(此門是圖資系的必修) 不需要基礎

              加簽是會先看名額滿了沒 不影響圖資本系學生權益為前提

      
Ψ 總結

       我自己是只是想了解普心內容 將來不一定會再修更深的心理學課程

       所以個人認為陳老師的課對我而言很棒 沒什麼負擔又可以學到東西

       但是我有同學修過其他老師的普心

       他說我們根本教太少 大概只到他們的一半(不知是不是因為非心理系必修的關係)

       所以若要修很紮實的普心 不建議選此門",ptt/NTUcourse
Psy1007,普通心理學,陳書梅,https://www.ptt.cc/bbs/NTUcourse/M.1302863741.A.29A.html,[問題] 陳書梅老師的普通心理學 期中考範圍,globejoy (幻),Fri Apr 15 18:35:38 2011,"星期三因為有點事情沒有去上課

想請問期中考考到哪邊

以及老師星期三有沒有宣布什麼重要事項??

謝謝!",ptt/NTUcourse
Psy1007,普通心理學,陳書梅,https://www.ptt.cc/bbs/NTUcourse/M.1299115590.A.163.html,[加簽]三567陳書梅教授的普通心理學,sandyclaws (sandyclaws),Thu Mar  3 09:26:28 2011,"昨天終於分發上這堂課 十分高興

也提醒要加簽的同學

教授昨天似乎透露現在還有多餘的名額可加簽

請各位欲修課的同學 快去網路加選

若選不上也可以去和教授取加簽單

以上",ptt/NTUcourse
Psy1007,普通心理學,陳書梅,https://www.ptt.cc/bbs/NTUcourse/M.1276837617.A.3C9.html,[求救] 三678陳書梅老師的普通心理學,aimqmay (aimqmay),Fri Jun 18 13:06:54 2010,"可以請有修這堂課的同學幫忙一下
跟我說這次期末考的範圍
還有考試題型嗎(如果老師有說的話...)
前幾次上課缺席所以沒有聽到:(
拜託了
謝謝!!!!!!!!!!",ptt/NTUcourse
Psy1007,普通心理學,陳書梅,https://www.ptt.cc/bbs/NTUcourse/M.1272874660.A.E98.html,[問題] 陳書梅 普通心理學 期中報告,jwpygss (jwpygss),Mon May  3 16:17:37 2010,"請問一下
有修這門課的人
請問老師要求的期中報告內容是什麼呢？
我不知道是錯過了哪堂課
現在才發現syllabus上沒寫內容...
拜託知道的人回答了！
感激不盡！",ptt/NTUcourse
Psy1007,普通心理學,陳書梅,https://www.ptt.cc/bbs/NTUcourse/M.1271260694.A.1B4.html,[問題] 陳書梅 普通心理學,Tsaimao (蔡毛),Wed Apr 14 23:58:10 2010,"請問：

今天在課堂上似乎聽到老師說下下禮拜才期中考

不知是否聽錯？

可以麻煩有修這門課的同學告知嗎？

感謝！",ptt/NTUcourse
Psy1007,普通心理學,陳書梅,https://www.ptt.cc/bbs/NTUcourse/M.1267104505.A.76A.html,[問題] 陳書梅老師的普通心理學,jwpygss (jwpygss),Thu Feb 25 21:28:22 2010,"不好意思
我臨時決定選這門課
所以錯過第一堂
請問老師第一堂有發講義嗎？
課程要求有列在syllabus上嗎？
需要買書嗎？
第一堂沒到有沒有關係？
老師有上滿三堂嗎？
外系(沒有心理學知識基礎的人)去修能不能聽懂呢？

謝謝大家！",ptt/NTUcourse
Soc1027,社會學,陳東,https://www.ptt.cc/bbs/NTUcourse/M.1316080416.A.690.html,[求救] 陳東升老師社會學甲,robincat (羅賓貓),Thu Sep 15 17:53:34 2011,"大家好：

請問老師的讀本要去哪個影印店拿？

我有爬文，但是對那附近不熟所以不曉得>""<

不知道能不能請同一門課的同學指點一下影印店地址，

感激不盡！！",ptt/NTUcourse
Soc1027,社會學,陳東,https://www.ptt.cc/bbs/NTUcourse/M.1295938346.A.D40.html,[評價] 99-1 社會學甲上 陳東升,uoodn41862 (小徹),Tue Jan 25 14:52:23 2011,"※ 本文是否可提供臺大同學轉作其他非營利用途？（須保留原作者 ID）

         （是／否／其他條件）：是

      
哪一學年度修課：
 99-1

      
ψ 授課教師 (若為多人合授請寫開課教師，以方便收錄)

      陳東升

      
δ 課程大概內容

      1.社會學的想像
      2.台灣社會學的發展歷程
      3.社會化
      4.文化
      5.社會互動
      6.社會團體與社會網絡
      7.社區與地方
      8.社會流動與社會階層
      9.偏差行為與社會控制

      
Ω 私心推薦指數(以五分計)
 ★★★★★

      ★★★★★

      
η 上課用書(影印講義或是指定教科書)

      社會學(甲)教材讀本 (誠品影印店購買 280元)
      自印講義

      
μ 上課方式(投影片、團體討論、老師教學風格)

      上課以投影片為主，內容主要是自編講義整理過後的版本，有時候也會在投影片
      中補充講義所沒有的東西(例如一些社會心理學實驗的圖表、囚犯的困境等等)。
      下課時間常常看到同學圍著老師問問題，老師也都滿樂於跟同學討論的。上課時
      偶爾會穿插只有老師自己笑得出來的笑話或是自嘲(大學教授只有文化資本沒有經
      濟資本之類的)還滿有趣的。XD另外此門課會安排兩次團體討論課，分組討論兩份
      學期作業。

      
σ 評分方式(給分甜嗎？是紮實分？)

      期中考25%
      期末考35%
      英文指定閱讀教材三次小考6% (後來上修至8%)
      兩份學期作業28% (1.作業按指定期限繳交，逾期不收。
                       2.兩次討論課請務必要出席，無故未參與小組討論者，該次作
                         業成績(15%)不予計算。                              )
      上課參與以及討論課的表現8%
      另外有課外指定閱讀教材，撰寫讀書心得後，最多可增加學期總成績10分。

      給分是紮實分。
      期末考經調分後(全班每人+10)成績平均是71.23分。

      
ρ 考題型式、作業方式

      英文指定閱讀教材的小考是教材讀本中的英文文章選一段考翻譯，重點不在於每
      個字詞都精確翻譯，而是評量是否正確掌握該段文字的意涵。期中期末考的考題
      型式則是考三個小時的申論題(詳見ntu-exam板)，老師會在考前一天晚上於社會
      社工系館開放總複習問答時間。

      本學期的作業有兩個，每一份作業都分成PartA(個人)、PartB(團體)、PartC(反思)
      第一份作業是社會化，透過觀察親子互動情境與思考如何為小孩挑選玩具，探討
      玩具在「性別社會化」的過程中扮演了什麼樣的角色。第二份作業則是社會不平
      等，透過調查生活消費支出、為低收入戶者編預算，打破窮人皆懶鬼的迷思。個
      人認為作業都還滿有趣的，可以走出教室，實際觀察整個社會現象的發展與運作
      ，並紀錄觀察的心得，並對於自己所蒐集的資料加以分析和討論。

      
ω 其它(是否注重出席率？如果為外系選修，需先有什麼基礎較好嗎？老師個性？

加簽習慣？嚴禁遲到等…)

      老師會認人!!雖然沒有點過名，不過會在期末考要我們誠實填寫這學期缺課幾次
      。此門課是社會學系大一必修的社會學導論課，故外系同學選修不需基礎。老師
      加簽到教室位置額滿為止，不過因為第一週想加簽的同學很多，所以會要求同學
      填寫動機並做篩選。另外老師不開放旁聽喔！

      
Ψ 總結

      社會學甲可以說是一門社會學的入門課，透過課程讓我們了解社會學是如何看這
      個世界。我們會從懷疑理所當然的常識或社會現象入手，試著分析這個現象背後
      的前因後果或者意義，從一個較整體的、宏觀的面向來瞭解這個現象發生的來龍
      去脈。以偏差行為為例，過去我們可能會用道德的角度去譴責違反社會規範的人
      們，但上過社會學甲的課程後，我們可能會先反思，偏差行為是怎麼被一個文化
      價值所定義的？甚至規範本身是不是只反應了主流優勢的團體的價值觀等。總之
      社會學甲是值得一修的課喔!!!",ptt/NTUcourse
Soc1027,社會學,陳東,https://www.ptt.cc/bbs/NTUcourse/M.1285065019.A.F93.html,[News] 陳東升老師社會學甲課本,his9726 (泡泡),Tue Sep 21 18:30:17 2010,"因為本來要旁聽，

但今天因為座位太滿被趕走了....

只好放棄旁聽。

所以我應該就用不到剛買的書了哭哭，

懇請還沒買的同學幫忙認養它~~

它還保持完璧之身我沒有玷污過他XDDDD

就是老師的那本讀本，

城品影印店買280的，

意者請來信唷~~~~",ptt/NTUcourse
Soc1027,社會學,陳東,https://www.ptt.cc/bbs/NTUcourse/M.1278007966.A.9A2.html,[評價] 98全 陳東升 社會學甲,jamtu (月光下的智慧),Fri Jul  2 02:12:43 2010,"※ 本文是否可提供臺大同學轉作其他非營利用途？（須保留原作者 ID）

         （是／否／其他條件）：

      可

      
哪一學年度修課：

      98 (上下)

      
ψ 授課教師 (若為多人合授請寫開課教師，以方便收錄)

      陳東升

      
δ 課程大概內容

      社會系大一必修，上下學期共涵蓋社會學的十幾個主題

      
Ω 私心推薦指數(以五分計)
 ★★★★★

      不推薦就不會來這裡發文了 XD

      
η 上課用書(影印講義或是指定教科書)

      教材是老師上課發的講義(和以往採用教科書不同)，以及選文讀本

      
μ 上課方式(投影片、團體討論、老師教學風格)

      投影片上課，內容就是講義中的內容

      另外兩次作業會有小組討論

      老師在下課時間會非常樂於解答同學的問題

      
σ 評分方式(給分甜嗎？是紮實分？)

      一點一滴的扎實分

      期中考+期末考60%，兩次作業30%，10%不知道怎麼評分的""課堂表現""

      另外寫上課推薦閱讀參考書籍的讀書心得報告可以額外加分，最多不超過10分

      (上學期加最多的是5分...不知道這學期是幾分)

      學期成績的平均這學期是77

      
ρ 考題型式、作業方式

      考試題目是一堆的問答題(約15~20題)，包括講義內容以及讀本內容

      問答題都不是死的問答題，常常要你做一些比較，或是""站在某立場""提出批判

      作業每學期有兩次分三部份

      第一部分通常是觀察與調查社會現象，第二部份是小組討論，第三部份是個人反思

      在份量方面...以我的習慣每次作業會寫3000~5000字，可以發揮的空間頗大

      
ω 其它(是否注重出席率？如果為外系選修，需先有什麼基礎較好嗎？老師個性？

加簽習慣？嚴禁遲到等…)

      雖然老師號稱未到四次就會要求你停修，但是似乎很難徹底執行

      期末考考卷上會叫你寫出自己這學期缺了多少課...hmm

      我認為既然有心想修這堂課就不要缺課~~

      然後老師很會認人  (是我比較高調嗎QQ)

      
Ψ 總結

      這不是總結，正文才要開始

      我以一個電機系(某方面代表理工科)學生的角度來寫修這門課的心得

      當初下定決心修這門課的導火線(?)是看到前一年dxi對這堂課的心得文

      剛好我也認識他本人...

      最初的動機其實是看到網路上戰不停的文章，最有印象的是在戰權利跟性別

      總是會有人以看起來很有道理的文章來嘗試說服大家

      雖然有時候覺得怪怪的，想要反駁

      但是中間有許多名詞跟概念自己根本不懂，一堆XXX講過的話沒聽過，根本站不住

      就想我學了這些東西以後要把你們戰死 ~""~

      學了一年下來想法改變了許多

      不是由於認同了當初想戰的那些人所寫的東西

      而是自己能以更多元更廣闊的角度去看待一件事情

      社會學是在探討人和人在這個""社會""下如何被影響，相互影響而行動與互動

      你會發現許多在身邊發生的事情並不是理所當然的就這樣發生了

      或許你有想過，但是不會認真的思考過

      　　沒有接觸過""性別""議題的人
      　　可能不會認真思考過從小到大自己在性別意識上被環境影響的過程

      　　社會運動必須要有龐大規劃嚴密的組織與大量投入的金錢才能運行
      　　絕對不是我們在電視新聞播報的那樣看起來像一群空有理想的人被警方抬走

      　　我們小時候被教育賄選是錯誤的，但是或許我們從小到大都聽聞長輩被賄選
      　　而事實上賄選是一直都存在，是地方派系掌握選票的重要因子
      　　資金來源則是政府答應給予地方派系的利益，以換取地方勢力的支持

      　　我們會覺得妓女黑幫好手好腳為什麼不去做正當職業
      　　但是從他們的成長過程遭遇到的困境，工作環境，社會對他們的觀感
      　　乃至於成年後遇到的困境，造成他們常常根本是無從選擇的
      　　""每個人都有選擇的權利""，這句話或許常常掛在我們嘴邊
      　　我們卻很少去思考弱勢族群根本就沒有選擇的機會。

      社會學開宗明義希望我們從三個角度思考事情：歷史的，人類的，批判的

　　　歷史的角度是希望我們看事情能把時間點拉遠來看，以前與現在的比較
　
　　　人類的則是以地理的跨越種族的(去種族中心的)角度來看，我們與他們的比較

　　　批判的則是時時思考這些事情有沒有存在不平等？　是不是公平？　好不好？

　　　
　　　以上舉的例子或許不是很好，其實當然也不夠深入

　　　我這一年來學到最多的就是檢視自己講每一句話，每一個字背後蘊含的意義

　　　從小到大我們是被填鴨與威權式的教育說　""這個是對的，那個是錯的""

      而不會以更多的角度來檢視同一件事情

      ""同性戀的婚姻是錯誤的""  ""軍人與學生沒有自由""  ""女性應該待在家不工作""

      ""高中生開放髮禁後不應設限""  ""經濟不景氣員工應該乖乖聽老板的話""

      這幾個滿討戰的議題真的被戰起來是不得了了

　　　修過社會學以後讓我從時代背景對人的影響，各方的立場來思考

　　　比較不會有激進的對與錯，對於那些堅持對與錯的人，大概也能看出他們的理由。

　　　當然自己還是會有立場啦，只是不會盲目地被""主流言論""或是""新聞言論""牽著走

      講太多了好像有點失焦　XD

      總歸是給想要開拓自己視野的人的一門好課

　　　不過份量不輕，甚至可以說非常重，吃掉的時間相當於電機系1.5個主科吧

　　　除了作業之外，讀本的份量相當吃重，每一篇英文的文章花掉我2.5~4小時不等

　　　一次期中考大概有4篇這樣的東西＋兩倍篇數的中文文章，考試前再唸是鐵定炸掉

　　　給分方面對電機系來說應該是害群之馬

      (除非你自認文筆可以跟文組的拼...)

　　　我自己是因為花了很多時間所以拿到的分數在自己的平均成績左右，不好不壞

　　　而學到的東西自己是相當滿意的

　　　無誠勿試！！",ptt/NTUcourse
Soc1027,社會學,陳東,https://www.ptt.cc/bbs/NTUcourse/M.1277082599.A.910.html,[求救] 陳東升社會學甲考試範圍,SteveSmith (史密斯),Mon Jun 21 09:09:56 2010,"我忘了上次宗教是考到哪頁

最後一堂是上到哪頁?

所以想再確定一下...

謝謝!",ptt/NTUcourse
Soc2028,都市社會學,陳東,https://www.ptt.cc/bbs/NTUcourse/M.1267719388.A.78B.html,[問題] 陳東昇老師的都市社會學,swm (研究室常駐程式),Fri Mar  5 00:16:26 2010,"想請問一下上課用講義要去哪買?

  上次看課綱說可以自行到影印店

  上星期沒辦法到課堂上問

  希望有上到第一堂課的幫忙一下，謝謝",ptt/NTUcourse
IM2010,作業研究,陳柏華,https://www.ptt.cc/bbs/NTUcourse/M.1630813337.A.223.html,[問題] 土木系 陳柏華 作業研究,alvin881021 (alvin),Sun Sep  5 11:42:15 2021,"如題

因為本人是外系生 也找不到相關評價

想問這門課需要什麼數學基礎or程式語言基礎嗎

課程的規定（如作業/考試）大概是怎麼樣呢

先謝謝回答的各位~~~

-----
Sent from JPTT on my Samsung SM-G965F.",ptt/NTUcourse
TA10320402,微積分甲（二）,陳榮凱,https://www.ptt.cc/bbs/NTUcourse/M.1403460668.A.32C.html,[評價] 102全 陳榮凱 微積分甲,xavier13540 (柊 四千),Mon Jun 23 02:10:59 2014,"若是通識課程評價，請用 
[通識]
 分類，勿使用 
[評價]
 
分類

標題範例：
[通識] A58 普通心理學丙 林以正
 (看完後請用ctrl+y刪除這兩行)

      
※ 本文是否可提供臺大同學轉作其他非營利用途？（須保留原作者 ID）

         （是／否／其他條件）：是

      
哪一學年度修課：

      102 全

      
ψ 授課教師 (若為多人合授請寫開課教師，以方便收錄)

      陳榮凱教授

      
λ 開課系所與授課對象 (是否為必修或通識課 / 內容是否與某些背景相關) 

      數學系大一必帶

      
δ 課程大概內容

      上學期期中考前大致依序講這些內容：

      1. 數列的極限、實數的建構與函數的連續性

      2. 單變數積分與微分

      上學期期中考後大致依序講這些內容：

      1. 平面參數曲線

      2. 泰勒展開式

      3. 數值積分

      4. 無窮級數與函數的極限

      5. 傅立葉級數

      下學期期中考前大致依序講這些內容：

      1. 多變數函數的連續性、偏導數、微分與泰勒展開式

      2. Differential 1-form、simply connected 與 Poincare lemma

      3. 隱函數定理與隱微分

      4. 重積分

      下學期期中考後大致依序講這些內容：

      1. 向量微積分(Green/divergence/Stokes 定理)

      2. d算子、∂算子與 differential k-form

      3. 基本的常微分方程

      4. 基本的偏微分方程和泛函分析(不在期末考範圍內)

      
Ω 私心推薦指數(以五分計)

★★★★★

η 上課用書(影印講義或是指定教科書)

      Introduction to Calculus and Analysis, Courant and John

      主要是作業習題，教授授課時並沒有使用這本教科書。

      
μ 上課方式(投影片、團體討論、老師教學風格)

      老師用板書上課，板書以英文為主。

      注重嚴謹，幾乎每個定理都會寫出證明，例如我們從 Bolzano-Weierstrass 定理一

      路推到連續函數的積分存在定理，算是學得相當完整。

      每週四晚上是助教課，助教會負責檢討作業和小考，或補充老師講的東西。

      
σ 評分方式(給分甜嗎？是紮實分？)

      10% 作業

      25% 小考

      30%(或25%) 期中考

      35%(或40%) 期末考

      老師會在兩種評分方式中選擇分數比較高的。

      基本上作業有10, 8, 6三種分數，最後再取平均。

      小考的滿分都是25，一個學期考六次，取平均。

      
ρ 考題型式、作業方式

      作業有時會出現要想一段時間的題目，而小考通常會簡單很多。

      期中期末的滿分超過100，其中有70分是基本分，剩下的可能是作業比較難的題目或

      是其他需要想一下的題目。

      
ω 其它(是否注重出席率？如果為外系選修，需先有什麼基礎較好嗎？老師個性？

加簽習慣？嚴禁遲到等…)

      老師從沒點名過，但是最好不要缺席，因為作業考試只有板書部分。

      雖然內容多，難度相較於其他班的微甲也較高，但只需要高中數學基礎就能應付(我

      本身就是外系的，講這句話應該很有說服力XD)。

      老師人很好，上課的氣氛都蠻輕鬆的，講得讓人聽得懂，下課也會有很多學生圍著

      他。講解生動，甚至以前還有學生幫他做了個語錄：

      
https://www.ptt.cc/bbs/NTUMath100/M.1316681980.A.14D.html

      另外，老師也常常會舉一些微積分在其他領域中的應用，例如我們從散度定理推出

      了電磁學的高斯定律。

      
Ψ 總結

      這是門很值得修的課。如果你想要學一套比較完整的微積分，大力推薦你來修。",ptt/NTUcourse
TA10320402,微積分甲（二）,陳榮凱,https://www.ptt.cc/bbs/NTUcourse/M.1389153473.A.ED9.html,[評價] 102-1 微積分甲上 陳榮凱,cmrafsts (喵喵),Wed Jan  8 11:57:50 2014,"※ 本文是否可提供臺大同學轉作其他非營利用途？（須保留原作者 ID）

         （是／否／其他條件）：是

      
哪一學年度修課：

       102-1

      
ψ 授課教師 (若為多人合授請寫開課教師，以方便收錄)

       陳榮凱教授

      
λ 開課系所與授課對象 (是否為必修或通識課 / 內容是否與某些背景相關) 

       數學系大一必修

      
δ 課程大概內容

       內容都不難，就是基礎的微積分。

       由最基礎的連續、極限定義一層層往上疊。

       從積分開始，定積分、微分、積分方法，包含所有有理函數的積分、

       參數曲線、泰勒展開式、數值積分方法、無窮級數、Fourier級數。

       各種test都有教到。

       有帶到一點實數和applications。

       會講一些上課內容可以imply的知識。

      
Ω 私心推薦指數(以五分計)

 ★★★★★

η 上課用書(影印講義或是指定教科書)

       Introduction to Calculus and Analysis, Courant and John

       其實是參考和作業用，因為上課的內容足夠完整。

      
μ 上課方式(投影片、團體討論、老師教學風格)

       板書。紮實而有條理的敘述，有上的每個證明都會寫到。

       上課氣氛有時沉悶有時歡樂。

       教授功力強大，可以把看似抽象的東西利用比喻栩栩如生的展現在眼前。

       有些證明看不懂也沒關係，會考的都是最基本的。

       上課沒聽懂下課可以去纏教授。

       每周兩節助教課，一次作業，隔週小考

       助教課有時會補充一些和上課內容不同的方法。

      
σ 評分方式(給分甜嗎？是紮實分？)

       作業20%

       小考20%

       期中期末各30%

       紮實偏甜

       只要寫得完作業(不一定要寫得對)就可以過

       這一點在第一堂課有算過

       會看作業繳交情況調分

       時間無限接近期末考時作業難度會無限加深，讓大家覺得期末考放水。

      
ρ 考題型式、作業方式

       段考主要部份是作業和上課演示過的東西，含各種test、函數的極限、

       各種性質證明、少量積分計算。

       會有10分左右是需要組合上課內容才能寫出來的，偏向高中數學競賽。

       考三小時，可以考前要求延長時間，題目難度會對應地加深，

       這學期沒有延長過。

       滿分會超過一百，確實有人能滿分，還有些人能提早很多交卷。

       作業有一部份教授出題，一部份是課本的習題，大多數人寫得完。

      
ω 其它(是否注重出席率？如果為外系選修，需先有什麼基礎較好嗎？老師個性？

加簽習慣？嚴禁遲到等…)

       從不點名，不需要特別的基礎就能修。會自問自答。

       會把微積分跟各種東西做連結，像是物理用到的各種微分方程，

       這些東西在課本上有，不過不教。

       除了比喻以外有各種嘴砲，像是用超級瑪莉比喻積分、

       在Fourier級數時講音樂、十二平均律

       有時會筆誤，會說「有同學建議我們這樣改，他好像是對的」

       很少掛板，能掌握進度，還有時間考前複習和講笑話。

       猜不到自己要出什麼題目。

       會要同學組團陪他吃午餐談談學習方面的問題。

      
Ψ 總結

       教得很好，還可以學到各種額外的知識。

       下學期會繼續上微積分下。明年應該會開代數課，都可以來修。",ptt/NTUcourse
IM1014,線性代數,陳正剛,https://www.ptt.cc/bbs/NTUcourse/M.1281818011.A.DCC.html,[問題] 陳正剛老師的線性代數與應用,newmew (我是胡。。。),Sun Aug 15 04:33:28 2010,"想請教一下修習過的大大們

關於這門課的

上課方式：是板書or投影片

評分方式：作業？段考？和相關的比重

另外如果有修課心得的話可以分享一下嗎？

精華區裡只有老師的線性代數資詢

不知道是不是一樣的？

先謝謝啦～",ptt/NTUcourse
GenEdu1000,新生專題,陳毓文,https://www.ptt.cc/bbs/NTUcourse/M.1358152016.A.C5F.html,[評價] 101-1 新生專題 陳毓文,lyviasun (左岸的祈禱),Mon Jan 14 16:26:54 2013,"※ 本文是否可提供臺大同學轉作其他非營利用途？（須保留原作者 ID）

         （是／否／其他條件）：yes

      
哪一學年度修課：
101-1

      
ψ 授課教師 (若為多人合授請寫開課教師，以方便收錄)

         陳毓文

      
λ 開課系所與授課對象 (是否為必修或通識課 / 內容是否與某些背景相關) 

         新生專題/大一

      
δ 課程大概內容

         讓生命發光：從慈善到正義
      
Ω 私心推薦指數(以五分計)

         ★★★★★
 五分 UP！！

      
η 上課用書(影印講義或是指定教科書)

         無
      
μ 上課方式(投影片、團體討論、老師教學風格)

         第一二週沒上到，應該是自我介紹和介紹慈善行動？
         第三週老師介紹當週主題，然後接下來每一週都有主題，
         讓同學認領想要報告的主題，每週人數2-3人。
         主題大概有有窮人、受虐兒、問題少年、遊民、愛滋病患、勞工等等的……
         同學報告大概是25分鐘以上，然後報告完老師就會開始補充、講課。
         應該算是討論課，但討論風氣還好。
         老師講話非常有趣！！！

      
σ 評分方式(給分甜嗎？是紮實分？)

         新專好像只分PASS不PASS。

      
ρ 考題型式、作業方式

         沒期末考。
         一份分組報告，就上面提到的。

         期末還有一份作業，老師原本希望我們實作不過大概都沒辦法，
         最後變成提出以後想做的計畫，很輕鬆，依照自己想法講就好。

      
ω 其它(是否注重出席率？如果為外系選修，需先有什麼基礎較好嗎？老師個性？

加簽習慣？嚴禁遲到等…)

         老師人很好，有事在fb社團請假給老師看到就好。
         不過每堂課都有不同內容，錯過挺可惜的。
         遲到應該沒差，我常為了買晚餐遲到...。
         整堂課一學期請了三次東西給同學吃，很幸福的一堂課XD
         加簽方式是3，所以我前兩堂沒到就直接網路選上的。

      
Ψ 總結

         修新專真是一件快樂幸福的事情～
         我本身對於課程的主題就充滿興趣，上起課來很快樂。
         有些同學比較沒接觸過這樣的社會議題，期末也都表示收穫許多。
         簡而言之就是一堂輕鬆又能學到很多東西的課。",ptt/NTUcourse
